LF1|LF2|Synonym
breedings|breeding|Y
bridgeworks|bridgework|Y
brills|brill|Y
british|britain|Y
broadsides|broadside|Y
brofaromine|brofaromin|Y
bromate|bromat|Y
bromates|bromat|Y
bromelains|bromelain|Y
bromelins|bromelin|Y
bromides|bromide|Y
bromoacetic|bromoacetate|Y
bromoacetyllysyl|bromoacetyllysine|Y
bromoacetylphenylalanyl|bromoacetylphenylalanine|Y
bromobenzenes|bromobenzene|Y
bromobenzoates|bromobenzoate|Y
bromocresol|bromcresol|Y
bromocriptine|bromocriptin|Y
bromocryptin|bromocriptin|Y
bromodeoxyuridine|bromdeoxyuridin|Y
bromododecanoic|bromododecanoate|Y
bromoergokryptine|bromoergocryptine|Y
bromohydrins||Y
bromohydrin||Y
bromopride|bromoprid|Y
bromostearic|bromostearate|Y
bromphenol|bromophenol|Y
bromuracil|bromouracil|Y
bronchial|pulm|Y
bronchiectasis|bronchiectases|Y
bronchioles|bronchiole|Y
bronchiolitis|bronchiolitides|Y
bronchitis|bronchitides|Y
bronchoconstrictions|bronchoconstriction|Y
bronchography|bronchographies|Y
bronchopneumonias|bronchopneumonia|Y
bronchopulmonary|bronchopulm|Y
bronchoscopy|bronchoscopies|Y
bronchospasms|bronchospasm|Y
bronchospirometry|bronchospirometries|Y
bronchus|bronchi|Y
brownings|browning|Y
brucellosis|brucelloses|Y
bruise|bruisability|Y
bruising|bruisability|Y
bruits|bruit|Y
bruneomycin|brunemycin|Y
brunners|brunner|Y
bruxisms|bruxism|Y
bryozoas|bryozoa|Y
bubbles|bubble|Y
bucklings|buckling|Y
buddhisms|buddhism|Y
budgerigars|budgerigar|Y
budgets|budget|Y
buds|bud|Y
buergers|buerger|Y
bufadienolides|bufadienolide|Y
buffaloe|buffalo|Y
buffaloes|buffalo|Y
buffers|buffer|Y
bufos|bufo|Y
bufotenine|bufotenin|Y
bugs|bug|Y
buildings|building|Y
builds|build|Y
bulbokapnin|bulbocapnine|Y
bulbs|bulb|Y
bulimias|bulimia|Y
bulla|blister|Y
bullae|blister|Y
bullas|blister|Y
bullfrogs|bullfrog|Y
bullosas|bullosa|Y
bumethanide|bumetanide|Y
bundles|bundle|Y
bungarotoxins|bungarotoxin|Y
bunions|bunion|Y
bunostomiasis|bunostomiases|Y
buphenin|bufenine|Y
buphenine|bufenine|Y
buphthalmos|buphthalmia|Y
burdens|burden|Y
burials|burial|Y
burkitts|burkitt|Y
burning|burn|Y
burnishings|burnishing|Y
burnouts|burnout|Y
burns|burn|Y
burping|belching|Y
bursas|bursa|Y
bursitis|bursitides|Y
businesses|business|Y
busts|bust|Y
busulphan|busulfan|Y
butadienes|butadiene|Y
butadione|butadion|Y
butane|butan|Y
butanediols|butanediol|Y
butanes|butan|Y
butanols|butanol|Y
butanones|butanone|Y
butapyrazole|butapirazol|Y
butirosins|butirosin|Y
butocine|butocin|Y
butterfly|butterflies|Y
butters|butter|Y
buttocks|buttock|Y
butylamines|butylamine|Y
butylboronic|butylboronate|Y
butylcyclohexylcarboxylic|butylcyclohexylcarboxylate|Y
butyrates|butyrate|Y
butyrophenones|butyrophenone|Y
bylaws|bylaw|Y
bypasse|bypass|Y
bypasses|bypass|Y
byssinosis|byssinoses|Y
cacaos|cacao|Y
cachexias|cachexia|Y
cadavers|cadaver|Y
caffeas|caffea|Y
cages|cage|Y
caimans|caiman|Y
calciferols|calciferol|Y
calcifications|calcification|Y
calcinosis|calcinoses|Y
calciparine|calciparin|Y
calciphylaxi|calciphylaxes|Y
calciphylaxis|calciphylaxes|Y
calculations|calculation|Y
calculators|calculator|Y
calculi|stone|Y
calculus|stone|Y
calibrations|calibration|Y
calices|calice|Y
caliciviruses|calicivirus|Y
calisthenics|calisthenic|Y
callimicos|callimico|Y
callithrix|callithrices|Y
callitrichidae|callithricidae|Y
callosity|callosities|Y
callosums|callosum|Y
calls|call|Y
calmecine|calmecin|Y
calmettes||Y
calmette||Y
calophyllolide|calophyllolid|Y
calorie|cal|Y
calorimetry|calorimetries|Y
calory|cal|Y
camelids|camelid|Y
camellias|camellia|Y
camels|camel|Y
cameras|camera|Y
camoquine|camoquin|Y
campimetry|campimetries|Y
campings|camping|Y
camps|camp|Y
camptothecine|camptothecin|Y
cams|cam|Y
camylofine|camylofin|Y
canaliculus|canaliculi|Y
canals|canal|Y
canary|canaries|Y
cancer|neopl|Y
cancers|neopl|Y
candidiasis|candidiases|Y
candy|candies|Y
canes|cane|Y
cannabinoids|cannabinoid|Y
cannabis|marihuana|Y
cannibalisms|cannibalism|Y
cannulas|cannula|Y
cannulations|cannulation|Y
cantharidine|cantharidin|Y
canthaxanthine|canthaxanthin|Y
caoutchoucs|caoutchouc|Y
capability|abilities|Y
capacitations|capacitation|Y
capacities|capac|Y
capacity|capac|Y
capillarity|capillarities|Y
capillary|capillaries|Y
capitis|capitides|Y
caplans|caplan|Y
capnometry|capnometries|Y
cappings|capping|Y
caprines|caprine|Y
caproates|caproate|Y
caprylates|caprylate|Y
caps|cap|Y
capsaicine|capsaicin|Y
capsicums|capsicum|Y
capsids|capsid|Y
capsules|capsule|Y
car|automobile|Y
carbamates|carbamate|Y
carbamyl|carbamoyl|Y
carbapenems|carbapenem|Y
carbazoles|carbazole|Y
carbenoxalone|carbeneoxolone|Y
carbenoxolone|carbeneoxolone|Y
carbochromene|carbochromen|Y
carbocromene|carbocromen|Y
carbodiimides|carbodiimide|Y
carbofos|carbafos|Y
carbohydrates|carbohydrate|Y
carbolines|carboline|Y
carbonates|carbonate|Y
carbophos|carbafos|Y
carbos|carbo|Y
carboxamidemethylated|carboxamidemethyl|Y
carboxykinases|carboxykinase|Y
carboxylases|carboxylase|Y
carboxylates|carboxylate|Y
carboxylesterases|carboxylesterase|Y
carboxylic|carboxylate|Y
carboxyline|carboxylin|Y
carboxymucins|carboxymucin|Y
carboxypeptidases|carboxypeptidase|Y
carbuncles|carbuncle|Y
carcinogens|carcinogen|Y
carcinoid|argentaffinoma|Y
carcinoma|neopl|Y
carcinomas|neopl|Y
carcinosarcomas|carcinosarcoma|Y
cardias|cardia|Y
cardiography|cardiographies|Y
cardiolipins|cardiolipin|Y
cardiomegaly|cardiomegalies|Y
cardiomyopathies|cardiomyop|Y
cardiomyopathy|cardiomyop|Y
cardioplegias|cardioplegia|Y
cardiopulmonary|cardiopulm|Y
cardiospasms|cardiospasm|Y
cardiotocography|cardiotocographies|Y
cardiotonics|cardiotonic|Y
cardiotoxins|cardiotoxin|Y
cardiovascular|cardiovasc|Y
cardioversions|cardioversion|Y
cards|card|Y
cares|care|Y
caribous|caribou|Y
caricatures|caricature|Y
carinii|carini|Y
carotenes|carotene|Y
carotenoids|carotenoid|Y
carotenoproteins|carotenoprotein|Y
carpets|carpet|Y
carphecillin|carfecillin|Y
carprofiline|carprofilin|Y
carps|carp|Y
carried|transm|Y
carriers|carrier|Y
carrions|carrion|Y
carsicknesses|carsickness|Y
carticaine|carticain|Y
cartilages|cartilage|Y
cartoons|cartoon|Y
caseins|casein|Y
caseosas|caseosa|Y
cases|case|Y
casomorphins|casomorphin|Y
castes|caste|Y
castings|casting|Y
castlemans|castleman|Y
castors|castor|Y
castrations|castration|Y
casts|cast|Y
catalepsy|catalepsies|Y
catalogings|cataloging|Y
catalogs|catalog|Y
catalysis|catalyses|Y
catamine|catamin|Y
cataplexy|cataplexies|Y
catapressan|catapresan|Y
cataracts|cataract|Y
catarrhinas|catarrhina|Y
catarrhs|catarrh|Y
catatonias|catatonia|Y
catatonic|catatonia|Y
catatoxic|catatox|Y
catecholamines|catecholamine|Y
catechols|catechol|Y
catesbeianas|catesbeiana|Y
catfishes|catfish|Y
catfishs|catfish|Y
catguts|catgut|Y
catharsis|catharses|Y
cathartics|cathartic|Y
cathepsins|cathepsin|Y
catheter|cath|Y
catheterizations|catheterization|Y
catheters|cath|Y
cathexis|cathexi|Y
cathodes|cathode|Y
catholicisms|catholicism|Y
cations|cation|Y
cats|cat|Y
cattle|bovine|Y
cattles|bovine|Y
caucasian|alba|Y
caucasoid|alba|Y
caudatas|caudata|Y
causalgias|causalgia|Y
causality|causalities|Y
causations|causation|Y
causes|cause|Y
caustics|caustic|Y
cautery|cauteries|Y
cavas|cava|Y
cavernitis|cavernitides|Y
cavhs|cavh|Y
cavias|cavia|Y
cavity|cavities|Y
cayman|caiman|Y
caymans|caiman|Y
cebuellas|cebuella|Y
cebus|cebu|Y
cecostomy|cecostomies|Y
cecums|cecum|Y
cefoperazone|cefoperazon|Y
cefotaxime|cefotaxim|Y
ceftezole|ceftezol|Y
ceftotan|cefotan|Y
ceftriaxone|ceftriaxon|Y
cefuzoname|cefuzonam|Y
cellophanes|cellophane|Y
cells|cell|Y
cellular|cell|Y
cellulitis|cellulitides|Y
cementations|cementation|Y
cementoblasts|cementoblast|Y
cementomas|cementoma|Y
cements|cement|Y
cementums|cementum|Y
cemetery|cemeteries|Y
censuses|census|Y
centenarians|centenarian|Y
centers|center|Y
central|cent|Y
centralis|centrali|Y
centrifugations|centrifugation|Y
centrifuge|centrifugation|Y
centrioles|centriole|Y
centromeres|centromere|Y
cenuriasis|cenuriases|Y
cephacetrile|cefacetrile|Y
cephadroxyl|cefadroxil|Y
cephalexin|cefalexin|Y
cephalic|cereb|Y
cephalins|cephalin|Y
cephaloglycine|cephaloglycin|Y
cephalometry|cephalometrics|Y
cephaloridine|cephaloridin|Y
cephalosporins|cephalosporin|Y
cephalotaxus|cephalotaxine|Y
cephamandole|cefamandole|Y
cephamezine|cefamezine|Y
cephamycins|cephamycin|Y
cephapirin|cefapirin|Y
cepharanthine|cepharanthin|Y
cephazolin|cefazolin|Y
cephotaxim|cefotaxim|Y
cephradine|cefradine|Y
cephuroxime|cefuroxime|Y
ceramics|ceramic|Y
ceramides|ceramide|Y
cereals|cereal|Y
cerebellopontine|cerebellopontile|Y
cerebellums|cerebellum|Y
cerebral|cereb|Y
cerebrosides|cerebroside|Y
cerebrospinal|cerebrosp|Y
cerebrovascular|cerebrovasc|Y
cerebrum|cereb|Y
ceremonials|ceremonial|Y
cerevisae|cerev|Y
cerevisiae|cerev|Y
cerexins|cerexin|Y
certificates|certificate|Y
certifications|certification|Y
cerulein|caerulein|Y
ceruletide|ceruletid|Y
ceruleus|caeruleus|Y
ceruloplasmin|caeruloplasmin|Y
cerumens|cerumen|Y
cervices|cervical|Y
cervicitis|cervicitides|Y
cervicofacial|cervicofac|Y
cervix|cervical|Y
cesareans|cesarean|Y
cestode|cestoda|Y
cestodes|cestoda|Y
cetaceas|cetacea|Y
cetamium|catamium|Y
chains|chain|Y
chairs|chair|Y
chalazodermia|chalazoderma|Y
chalkone|chalcone|Y
chalones|chalone|Y
chambers|chamber|Y
champus|champu|Y
chancres|chancre|Y
chancroids|chancroid|Y
changes|change|Y
channels|channel|Y
chapters|chapter|Y
characteristics|characteristic|Y
characters|character|Y
charcoals|charcoal|Y
charcots|charcot|Y
charges|charge|Y
charity|charities|Y
charts|chart|Y
cheek|bucca|Y
cheeks|bucca|Y
cheeses|cheese|Y
cheetahs|cheetah|Y
cheilitis|cheilitides|Y
chelates|chelate|Y
chemexfoliations|chemexfoliation|Y
chemical|chem|Y
chemicals|chem|Y
chemistry|chemistries|Y
chemoattractants|chemoattractant|Y
chemodectomas|chemodectoma|Y
chemolysis|chemolyses|Y
chemonucleolysis|chemonucleolyses|Y
chemoreceptors|chemoreceptor|Y
chemosympathectomy|chemosympathectomies|Y
chemotaxis|chemotaxi|Y
chemotherapeutic|antineoplastic|Y
chemotherapies|chemother|Y
chemotherapy|chemother|Y
chenique|chenic|Y
chenodeoxycholic|chenodeoxycholate|Y
cherubisms|cherubism|Y
chest|thorace|Y
chests|thorace|Y
chiaris|chiari|Y
chiasma|chiasm|Y
chiasms|chiasm|Y
chicanos|chicano|Y
chickens|chicken|Y
chiggers|chigger|Y
chilblains|chilblain|Y
childbirths|childbirth|Y
childhood|child|Y
children|child|Y
childrens|child|Y
childs|child|Y
chimeras|chimera|Y
chimpanzee|chimpansee|Y
chimpanzees|chimpansee|Y
chincaps|chincap|Y
chinchillas|chinchilla|Y
chins|chin|Y
chipmunks|chipmunk|Y
chiropractics|chiropractic|Y
chiropteras|chiroptera|Y
chlamydiales|chlamydial|Y
chlamydias|chlamydia|Y
chloasmas|chloasma|Y
chlodithane|chloditan|Y
chloracetophone|chloracetophon|Y
chloramine|chloramin|Y
chloramines|chloramin|Y
chloraniformethane|chloraniformethan|Y
chlorates|chlorate|Y
chlorazepate|chlorazepat|Y
chlorazole|chlorazol|Y
chlorchinaldol|chlorchinaldine|Y
chlorfenvinphos|chlorfenvinfos|Y
chlorhydrins|chlorhydrin|Y
chlorides|chloride|Y
chlorine|chlorin|Y
chlorlincocin|chlolincocin|Y
chlormadinone|chlormadinon|Y
chloroacetophenone|chloracetophenone|Y
chloroamphetamine|chloramphetamine|Y
chlorobenzenes|chlorobenzene|Y
chlorobenzoates|chlorobenzoate|Y
chlorobenzoic|chlorobenzoate|Y
chlorobenzylidenemalonitrile|chlorobenzylidene|Y
chlorocyclizin|chlorcyclizine|Y
chloroguanide|chlorguanid|Y
chlorohydrin|chlorhydrin|Y
chlorohydrins|chlorhydrin|Y
chloromercuribenzoates|chloromercuribenzoate|Y
chloromercury|chloromercuri|Y
chloromethamphetamine|chlormethamphetamine|Y
chloromethanes|chloromethane|Y
chloromethylamphetamine|chlormethamphetamine|Y
chlorophenols|chlorophenol|Y
chlorophenylacetic|chlorophenylacetate|Y
chlorophos|chlorofos|Y
chlorophyllides|chlorophyllide|Y
chloroplasts|chloroplast|Y
chloropropionic|chloropropionate|Y
chloroquine|chlorochin|Y
chlorphenvinfos|chlorfenvinfos|Y
chlorphenvinphos|chlorfenvinfos|Y
chlorprotixen|chlorprothixene|Y
chlorquinaldol|chloroquinaldol|Y
chlortetracycline|chlorotetracycline|Y
chlorthiazid|chlorothiazide|Y
chocolates|chocolate|Y
choices|choice|Y
chokings|choking|Y
cholanes|cholan|Y
cholangiography|cholangiographies|Y
cholangiomas|cholangioma|Y
cholangiopancreatography|cholangiopancreatographies|Y
cholangitides|cholangiitis|Y
cholangitis|cholangiitis|Y
cholanoic|cholanic|Y
cholates|cholate|Y
cholecalciferols|cholecalciferol|Y
cholecystectomy|cholecystectomies|Y
cholecystitis|cholecystitides|Y
cholecystography|cholecystographies|Y
cholecystostomy|cholecystostomies|Y
choledochoduodenostomy|choledochoduodenostomies|Y
choledocholithiasis|choledocholithiases|Y
choledochostomy|choledochostomies|Y
choledochus|choledochal|Y
cholelithiasis|cholelithiases|Y
cholenes|cholen|Y
choleras|cholera|Y
cholestadienes|cholestadien|Y
cholestane|cholestan|Y
cholestanes|cholestan|Y
cholestanols|cholestanol|Y
cholestasis|cholestases|Y
cholesteatomas|cholesteatoma|Y
cholestenes|cholesten|Y
cholestenones|cholestenone|Y
cholesteryl|cholesterol|Y
cholinesterases|cholinesterase|Y
cholinoceptors|cholinoceptor|Y
chondroblastomas|chondroblastoma|Y
chondrocalcinosis|chondrocalcinoses|Y
chondrodysplasias|chondrodysplasia|Y
chondroitinases|chondroitinase|Y
chondromas|chondroma|Y
chondromatosis|chondromatoses|Y
chondrometaplasias|chondrometaplasia|Y
chondronectins|chondronectin|Y
chondrosarcomas|chondrosarcoma|Y
chordatas|chordata|Y
chordates|chordate|Y
chordomas|chordoma|Y
chordotomy|chordotomies|Y
choreas|chorea|Y
chorioadenomas|chorioadenoma|Y
chorioamnionitis|chorioamnionitides|Y
choriocarcinomas|choriocarcinoma|Y
choriomeningitides|choriomening|Y
choriomeningitis|choriomening|Y
chorionic|chorion|Y
chorions|chorion|Y
chorioretinitis|chorioretinitides|Y
choristomas|choristoma|Y
choroidal|choroid|Y
choroideremias|choroideremia|Y
choroiditis|choroiditides|Y
choroids|choroid|Y
chosens|chosen|Y
christianity|christianities|Y
chromates|chromate|Y
chromatids|chromatid|Y
chromatins|chromatin|Y
chromatography|chromatographies|Y
chromatophores|chromatophore|Y
chromoblastomycosis|chromoblastomycoses|Y
chromogranins|chromogranin|Y
chromomycins|chromomycin|Y
chromomycosis|chromomycoses|Y
chromones|chromone|Y
chromosome|chromosomal|Y
chromosomes|chromosomal|Y
chronaxy|chronaxies|Y
chronobiologies|chronobiol|Y
chronobiology|chronobiol|Y
chronology|chronologies|Y
chrysenes|chrysene|Y
chrysine|chrysin|Y
chyles|chyle|Y
chylomicrons|chylomicron|Y
chyloperitoneums|chyloperitoneum|Y
chylothoraxs|chylothorax|Y
chylus|chyli|Y
cicatrix|cicatrices|Y
cilias|cilia|Y
cimices|cimex|Y
cineangiography|cineangiographies|Y
cinefluorography|cinefluorographies|Y
cineradiographies|cineradiogr|Y
cineradiography|cineradiogr|Y
cinereums|cinereum|Y
cinguli|cingulate|Y
cinnamates|cinnamate|Y
cinnamons|cinnamon|Y
circles|circle|Y
circulation|circulat|Y
circulations|circulat|Y
circumcisions|circumcision|Y
circumscribed|circumscribe|Y
circumstances|circumstance|Y
cirrhosis|cirrhoses|Y
cistaphos|cistafos|Y
cisternography|cisternographies|Y
cistrons|cistron|Y
citicoline|citicholine|Y
citrates|citrate|Y
civilizations|civilization|Y
claims|claim|Y
clairvoyances|clairvoyance|Y
clamping|clamp|Y
clampings||Y
clamp||Y
clamps|clamp|Y
clams|clam|Y
classes|class|Y
classifications|classification|Y
claudications|claudication|Y
claustrophobias|claustrophobia|Y
clavicles|clavicle|Y
clavulones|clavulone|Y
claws|claw|Y
clearances|clearance|Y
cleavages|cleavage|Y
clefts|cleft|Y
clergy|clergies|Y
clerkships|clerkship|Y
clients|client|Y
climacterics|climacteric|Y
climates|climate|Y
clinicians|clinician|Y
clinics|clinic|Y
clinoxacin|cinoxacin|Y
clips|clip|Y
clitoris|clitori|Y
cloacas|cloaca|Y
clobenoside|clobenosid|Y
clocks|clock|Y
clodanolene|clodanolen|Y
clomiphene|clomifen|Y
clomipramine|chlomipramine|Y
clonings|cloning|Y
clonorchiasis|clonorchiases|Y
cloranfenicol|chloramphenicol|Y
clorazepate|chlorazepat|Y
clorgilin|chlorgyline|Y
clorgyline|chlorgyline|Y
clorpropamid|chlorpropamide|Y
closure|closed|Y
closures|closed|Y
clothings|clothing|Y
clotiapine|clothiapine|Y
cloturine|cloturin|Y
cloudy|clouding|Y
cloves|clove|Y
clubfoots|clubfoot|Y
clubs|club|Y
clusterings|clustering|Y
clusters|cluster|Y
cmhcs|cmhc|Y
coagulants|coagulant|Y
coagulations|coagulation|Y
coagulogens|coagulogen|Y
coagulopathy|coagulopathies|Y
coalitions|coalition|Y
coals|coal|Y
coamide|coamid|Y
coarctations|coarctation|Y
cobalamins|cobalamin|Y
cobamides|cobamide|Y
cocarcinogenesis|cocarcinogeneses|Y
coccidioidomycosis|coccidioidomycoses|Y
coccidiosis|coccidioses|Y
coccus|cocci|Y
coccyx|coccygeal|Y
coccyxs|coccygeal|Y
cochleari|cochlear|Y
cochlearis|cochlear|Y
cochleas|cochlea|Y
cockroache|cockroach|Y
cockroaches|cockroach|Y
cocoanuts|cocoanut|Y
cocoas|cocoa|Y
coconut|cocoanut|Y
coconuts|cocoanut|Y
cocos|coco|Y
codes|code|Y
codings|coding|Y
coelenteratas|coelenterata|Y
coendu|coendous|Y
coendus|coendous|Y
coenuriasis|coenuriases|Y
coenzymes|coenzyme|Y
coercions|coercion|Y
coeruleus|caeruleus|Y
coffeas|coffea|Y
coffee|coffea|Y
coffees|coffea|Y
cognitions|cognition|Y
cognitive|cognition|Y
cokes|coke|Y
colcemide|colcemid|Y
colds|cold|Y
colectomy|colectomies|Y
coleopteras|coleoptera|Y
colestyramin|cholestyramine|Y
colestyramine|cholestyramine|Y
colicines|colicin|Y
colicins|colicin|Y
colinis|colini|Y
colinus|colini|Y
colipases|colipase|Y
coliphages|coliphage|Y
colitis|colitides|Y
collapse|collaps|Y
collectings|collecting|Y
collections|collection|Y
college|acad|Y
collins|collin|Y
colloids|colloid|Y
colobomas|coloboma|Y
colobus|colobu|Y
colonic|colon|Y
colonoscopy|colonoscopies|Y
colons|colon|Y
colony|colonies|Y
colorants|colorant|Y
colorimetry|colorimetries|Y
colors|color|Y
colostomy|colostomies|Y
colostrums|colostrum|Y
colpohysterectomy|colpohysterectomies|Y
colposcopy|colposcopies|Y
colpotomy|colpotomies|Y
colus|coli|Y
comas|coma|Y
comatose|coma|Y
combinations|combination|Y
combined|combination|Y
combs|comb|Y
commerces|commerce|Y
commissions|commission|Y
commitments|commitment|Y
committees|committee|Y
communications|communication|Y
communicative|communication|Y
communisms|communism|Y
community|communities|Y
comorbidity|comorbidities|Y
comoros|comoro|Y
comparisons|comparison|Y
compartmentations|compartmentation|Y
compartments|compartment|Y
compatibility|compatibilities|Y
compatible|biocompatible|Y
compensations|compensation|Y
compensative|compensated|Y
competence|abilities|Y
competences|abilities|Y
competitions|competition|Y
complamine|complamin|Y
complements|complement|Y
complexes|complex|Y
compliances|compliance|Y
complication|complicated|Y
complications|complicated|Y
complices|complex|Y
components|component|Y
compositions|composition|Y
compounds|compound|Y
compressions|compression|Y
computer|computed|Y
computerized|computed|Y
computers|computed|Y
computings|computing|Y
concentrates|concentrate|Y
concentrations|concentration|Y
conceptions|conception|Y
concepts|concept|Y
concussions|concussion|Y
condiments|condiment|Y
condition|cond|Y
conditionings|conditioning|Y
conditions|cond|Y
condoms|condom|Y
conductances|conductance|Y
conductions|conduction|Y
conductive|conduct|Y
conductivity|conductivities|Y
conductometry|conductometries|Y
condyles|condyle|Y
cones|cone|Y
conferences|conference|Y
confidentialities|privacies|Y
confidentiality|privacies|Y
conflicts|conflict|Y
conformations|conformation|Y
conformity|conformities|Y
confusions|confusion|Y
congenita|congen|Y
congenital|congen|Y
congenitale|congen|Y
congenitas|congen|Y
congestions|congestion|Y
congresses|congresse|Y
conjugated|conjugate|Y
conjugates|conjugate|Y
conjugations|conjugation|Y
conjunctival|conjunctiva|Y
conjunctivas|conjunctiva|Y
conjunctivitis|conjunctivitides|Y
connection|relat|Y
conns|conn|Y
consanguinity|consanguinities|Y
consciences|conscience|Y
consciousnesses|consciousness|Y
consents|consent|Y
conservations|conservation|Y
conservatisms|conservatism|Y
constipations|constipation|Y
constitutions|constitution|Y
constrictions|constriction|Y
constrictive|constrictiv|Y
constructions|construction|Y
consultants|consultant|Y
consultations|consultation|Y
consummations|consummation|Y
consumptions|consumption|Y
contactins|contactin|Y
contagiosum|infect|Y
contagiosums|infect|Y
contagious|infect|Y
containers|container|Y
containments|containment|Y
contamination|adulteration|Y
contaminations|adulteration|Y
contents|content|Y
continuations|continuation|Y
continued|contintued|Y
continuity|continuities|Y
contraceptions|contraception|Y
contraceptive|contraception|Y
contraceptives|contraception|Y
contractility|contractilities|Y
contractions|contraction|Y
contractures|contracture|Y
contraindication|contraind|Y
contraindications|contraind|Y
controls|control|Y
contusions|contusion|Y
convalescences|convalescence|Y
convergences|convergence|Y
conversions|conversion|Y
convulsions|convulsion|Y
cookery|cookeries|Y
cooleys|cooley|Y
cooperations|cooperation|Y
coordinations|coordination|Y
copds|copd|Y
coprophagias|coprophagia|Y
coproporphyrinogens|coproporphyrinogen|Y
coproporphyrins|coproporphyrin|Y
copulations|copulation|Y
copulins|copulin|Y
copyrights|copyright|Y
cor|cardiac|Y
coramine|coramin|Y
corazol|corasol|Y
corazole|corasol|Y
cordis|cordi|Y
cords|cord|Y
coris|cori|Y
corneal|cornea|Y
corneas|cornea|Y
corns|corn|Y
coronary|cardiac|Y
coronaviruses|coronavirus|Y
coroners|coroner|Y
corporations|corporation|Y
corps|corp|Y
corpse|cadaver|Y
corpus|corpora|Y
corpuscles|corpuscle|Y
corpuscular|cell|Y
correlations|correlation|Y
correspondences|correspondence|Y
corrinoids|corrinoid|Y
corrosions|corrosion|Y
cortexes|cortex|Y
cortical|cortex|Y
cortices|cortex|Y
corticoids|corticoid|Y
corticosteroid|steroid|Y
corticosteroids|steroid|Y
cortis|corti|Y
cosmetics|cosmetic|Y
cosmids|cosmid|Y
costaclavine|costaclavin|Y
costens|costen|Y
costs|cost|Y
cottons|cotton|Y
cottonseeds|cottonseed|Y
coturnix|coturnices|Y
coughing|cough|Y
coughs|cough|Y
coumarin|coumadin|Y
coumarins|coumadin|Y
coumermycins|coumermycin|Y
coumpound|compound|Y
councils|council|Y
counseling|psychother|Y
counselings|psychother|Y
counselors|counselor|Y
counterimmunoelectrophoresis|counterimmunoelectrophoreses|Y
counters|counter|Y
countershocks|countershock|Y
countings|counting|Y
country|countries|Y
counts|count|Y
county|counties|Y
couples|couple|Y
coupons|coupon|Y
courses|course|Y
courtships|courtship|Y
cow|bovine|Y
cowdens|cowden|Y
cowpers|cowper|Y
coxarthrosis|coxarthroses|Y
coxsackieviruses|coxsackievirus|Y
crabs|crab|Y
cramps|cramp|Y
craniology|craniologies|Y
craniometry|craniometries|Y
craniopharyngiomas|craniopharyngioma|Y
craniosynostoses|craniosynostose|Y
craniosynostosis|craniosynostose|Y
craniotomy|craniotomies|Y
cranium|cranial|Y
craniums|cranial|Y
crayfishs|crayfish|Y
creams|cream|Y
creativenesses|creativeness|Y
credentialings|credentialing|Y
credits|credit|Y
cremations|cremation|Y
cremophore|cremophor|Y
cresols|cresol|Y
crests|crest|Y
cretinisms|cretinism|Y
cribs|crib|Y
cricetidae|cricetid|Y
cricetids|cricetid|Y
cricetinus|cricetini|Y
crickets|cricket|Y
crimes|crime|Y
criminology|criminologies|Y
crisis|crises|Y
criterias|criteria|Y
critiques|critique|Y
croakers|croaker|Y
crocodiles|crocodile|Y
crohns|crohn|Y
crops|crop|Y
crosses|cross|Y
crossmatchings|crossmatching|Y
crossovers|crossover|Y
croups|croup|Y
crouzons|crouzon|Y
crowdings|crowding|Y
crowns|crown|Y
cruors|cruor|Y
crushs|crush|Y
crustaceas|crustacea|Y
crutche|crutch|Y
crutches|crutch|Y
crying|cry|Y
cryings|cry|Y
cryoanesthesias|cryoanesthesia|Y
cryoglobulinemias|cryoglobulinemia|Y
cryoglobulins|cryoglobulin|Y
cryoproteins|cryoprotein|Y
cryosurgeries|cryosurg|Y
cryosurgery|surg|Y
cryotherapeutic|cryother|Y
cryotherapies|cryother|Y
cryotherapy|cryother|Y
cryptococcosis|cryptococcoses|Y
cryptorchisms|cryptorchism|Y
cryptosporidiosis|cryptosporidioses|Y
crystallins|crystallin|Y
crystallizations|crystallization|Y
crystallography|crystallographies|Y
csf|cerebrosp|Y
cucumbers|cucumber|Y
cucurbitacins|cucurbitacin|Y
cues|cue|Y
culdoscopes|culdoscope|Y
culdoscopy|culdoscopies|Y
culices|culex|Y
culicoides|culicoide|Y
cultivations|cultivation|Y
cults|cult|Y
cultures|culture|Y
curantyl|curantil|Y
curettages|curettage|Y
curiosity|curiosities|Y
curlings|curling|Y
curriculum|curricula|Y
curses|curse|Y
curvatures|curvature|Y
curves|curve|Y
cushings|cushing|Y
cuspids|cuspid|Y
custody|custodies|Y
customs|custom|Y
cutaneous|dermatologic|Y
cuticles|cuticle|Y
cyalume|cyalum|Y
cyanates|cyanate|Y
cyanides|cyanide|Y
cyanoacrylates|cyanoacrylate|Y
cyanosis|cyanoses|Y
cybernetics|cybernetic|Y
cyclacillin|ciclacillin|Y
cyclamates|cyclamate|Y
cycle|cycl|Y
cycles|cycl|Y
cyclic|cycl|Y
cyclicity|cyclicities|Y
cycling|cycl|Y
cyclings|cycl|Y
cyclitis|cyclitides|Y
cyclizations|cyclization|Y
cyclobutanes|cyclobutane|Y
cyclodextrins|cyclodextrin|Y
cyclohexanes|cyclohexane|Y
cyclohexanols|cyclohexanol|Y
cyclohexanones|cyclohexanone|Y
cyclohexylamines|cyclohexylamine|Y
cyclopentanes|cyclopentane|Y
cyclophenil|cyclofenil|Y
cyclopropanes|cyclopropane|Y
