GroupID|RecordID|SF|SFUI|NormSF|LF|LFUI|NormLF|Source|SFEUI|LFEUI|Type|PrefSF|Score|Count|Frequency|UMLS.CUI
|R089253|postpart.|S096495|postpart|post partum|L131715|postpartum|UMLS|E0622365|E0049280|abbreviation|||||
|R089254|postpart.|S096495|postpart|post-partum|L131936|postpartum|UMLS|E0622365|E0049280|abbreviation|||||
|R089266|postGH|S096476|postgh|post growth hormone|L131675|postgrowth hormone|UMLS|E0622473|E0622471|acronym|||||
|R089267|postGH|S096476|postgh|post-growth hormone|L131845|postgrowth hormone|UMLS|E0622473|E0622471|acronym|||||
|R089268|post-GH|S096436|post_gh|post growth hormone|L131675|postgrowth hormone|UMLS|E0622473|E0622471|acronym|||||
|R089269|post-GH|S096436|post_gh|post-growth hormone|L131845|postgrowth hormone|UMLS|E0622473|E0622471|acronym|||||
|R089272|post-CVS|S096432|post_cvs|postchorionic villus sampling|L132099|postchorionic villus sampling|UMLS|E0622613|E0622611|acronym|||||
|R089273|post-CVS|S096432|post_cvs|post-chorionic villus sampling|L131803||UMLS|E0622613|E0622611|acronym|||||
|R089280|postCABG|S096473|postcabg|postcoronary artery bypass graft|L132115|postcoronary artery bypass graft|UMLS|E0622630|E0622628|acronym|||||
|R089282|postCABG|S096473|postcabg|post-coronary artery bypass graft|L131816|postcoronary artery bypass graft|UMLS|E0622630|E0622628|acronym|||||
|R089283|post CABG|S096411|post cabg|postcoronary artery bypass graft|L132115|postcoronary artery bypass graft|UMLS|E0622630|E0622628|acronym|||||
|R089285|post CABG|S096411|post cabg|post-coronary artery bypass graft|L131816|postcoronary artery bypass graft|UMLS|E0622630|E0622628|acronym|||||
|R089286|post-CABG|S096429|post_cabg|postcoronary artery bypass graft|L132115|postcoronary artery bypass graft|UMLS|E0622630|E0622628|acronym|||||
|R089288|post-CABG|S096429|post_cabg|post-coronary artery bypass graft|L131816|postcoronary artery bypass graft|UMLS|E0622630|E0622628|acronym|||||
|R089301|postACTH|S096472|postacth|postadrenocorticotrophic hormone|L132064|postadrenocorticotropic hormone|UMLS|E0622679|E0622676|acronym|||||
|R089302|postACTH|S096472|postacth|post-adrenocorticotropic hormone|L131773||UMLS|E0622679|E0622676|acronym|||||
|R089303|postACTH|S096472|postacth|post-adrenocorticotrophic hormone|L131772||UMLS|E0622679|E0622676|acronym|||||
|R089304|post ACTH|S096410|post acth|postadrenocorticotrophic hormone|L132064|postadrenocorticotropic hormone|UMLS|E0622679|E0622676|acronym|||||
|R089305|post ACTH|S096410|post acth|post-adrenocorticotropic hormone|L131773||UMLS|E0622679|E0622676|acronym|||||
|R089306|post ACTH|S096410|post acth|post-adrenocorticotrophic hormone|L131772||UMLS|E0622679|E0622676|acronym|||||
|R089307|post-ACTH|S096428|post_acth|postadrenocorticotrophic hormone|L132064|postadrenocorticotropic hormone|UMLS|E0622679|E0622676|acronym|||||
|R089308|post-ACTH|S096428|post_acth|post-adrenocorticotropic hormone|L131773||UMLS|E0622679|E0622676|acronym|||||
|R089309|post-ACTH|S096428|post_acth|post-adrenocorticotrophic hormone|L131772||UMLS|E0622679|E0622676|acronym|||||
|R089353|Cy|S017495|cy|cycle|L063244|cycle|UMLS|E0623062|E0020281|abbreviation|||||
|R089354|Cy|S017495|cy|cytology|L064196|cytology|UMLS|E0623062|E0020606|abbreviation|||||
|R089363|CY|S015899|cy|cytoplasmic|L064237|cytoplasmic|UMLS|E0623064|E0020640|abbreviation|||||
|R089364|CY|S015899|cy|cyto-plasmic|L063918||UMLS|E0623064|E0020640|abbreviation|||||
|R089367|cy|S084130|cy|cytoplasmic|L064237|cytoplasmic|UMLS|E0623064|E0020640|abbreviation|||||
|R089368|cy|S084130|cy|cyto-plasmic|L063918||UMLS|E0623064|E0020640|abbreviation|||||
|R089484|ICC|S034691|icc|inferior colliculus central nucleus|L094380|inferior colliculus central nucleus|UMLS|E0623708|E0623698|acronym|||||
|R089485|ICC|S034691|icc|IC central nucleus|L017611|IC central nucleus|UMLS|E0623708|E0623699|acronym|||||
|R089687|EST|S023159|est|oestrus|L121212|estrus|UMLS|E0624090|E0026225|abbreviation|||||
|R090495|CL|S014101|cl|control|L061386|control|UMLS|E0624776|E0018832|abbreviation|||||
|R090496|CL|S014101|cl|cellulose|L055448|cellulose|UMLS|E0624776|E0015775|abbreviation|||||
|R090500|Cl|S016806|cl|chloride|L056731|chloride|UMLS|E0624776|E0016520|abbreviation|||||
|R090683|RR|S061061|rr|reference range|L140189|reference range|UMLS|E0625176|E0625175|acronym|||||
|R090969|HLH|S031709|hlh|human luteinising hormone|L090491||UMLS|E0625598|E0625597|acronym|||||
|R090970|HLH|S031709|hlh|human luteinizing hormone|L090492||UMLS|E0625598|E0625597|acronym|||||
|R091233|NEP|S048075|nep|norepinephrine|L119341|norepinephrine|UMLS|E0625957|E0043002|abbreviation|||||
|R091234|NEP|S048075|nep|nor-epinephrine|L119316||UMLS|E0625957|E0043002|abbreviation|||||
|R091404|NFI|S048238|nfi|neurofibromatosis type 1|L116675|neurofibromatosis type 1|UMLS|E0626251|E0626248|acronym|||||
|R091405|NFI|S048238|nfi|neurofibromatosis type I|L116679|neurofibromatosis type 1|UMLS|E0626251|E0626248|acronym|||||
|R091406|NFI|S048238|nfi|neurofibromatosis type-1|L116681|neurofibromatosis type 1|UMLS|E0626251|E0626248|acronym|||||
|R091407|NFI|S048238|nfi|neurofibromatosis type-I|L116682|neurofibromatosis type 1|UMLS|E0626251|E0626248|acronym|||||
|R091408|NFI|S048238|nfi|nuclear factor 1|L119762|nuclear factor 1|UMLS|E0626251|E0625208|acronym|||||
|R091409|NFI|S048238|nfi|nuclear factor I|L119767|nuclear factor 1|UMLS|E0626251|E0625208|acronym|||||
|R091410|NFI|S048238|nfi|nuclear factor-1|L119835|nuclear factor 1|UMLS|E0626251|E0625208|acronym|||||
|R091411|NFI|S048238|nfi|nuclear factor-I|L119840|nuclear factor 1|UMLS|E0626251|E0625208|acronym|||||
|R091968|TBP|S069203|tbp|transferrin binding protein|L159544|transferrin binding protein|UMLS|E0626543|E0626542|acronym|||||
|R091969|TBP|S069203|tbp|transferrin-binding protein|L159555|transferrin binding protein|UMLS|E0626543|E0626542|acronym|||||
|R092037|Ki|S038995|ki|inhibition constant|L094640|inhibition constant|UMLS|E0626715|E0626706|abbreviation|||||
|R092038|Ki|S038995|ki|inhibitor constant|L094658|inhibitor constant|UMLS|E0626715|E0626709|abbreviation|||||
|R092039|Ki|S038995|ki|inactivation constant|L093823|inactivation constant|UMLS|E0626715|E0626711|abbreviation|||||
|R092040|Ki|S038995|ki|influx constant|L094518|influx constant|UMLS|E0626715|E0626710|abbreviation|||||
|R092041|Ki|S038995|ki|inhibitory constant|L094801|inhibitory constant|UMLS|E0626715|E0734491|abbreviation|||||
|R092059|KI|S038651|ki|inhibition constant|L094640|inhibition constant|UMLS|E0626716|E0626706|abbreviation|||||
|R092060|KI|S038651|ki|inhibitor constant|L094658|inhibitor constant|UMLS|E0626716|E0626709|abbreviation|||||
|R092062|KI|S038651|ki|inhibitory constant|L094801|inhibitory constant|UMLS|E0626716|E0734491|abbreviation|||||
|R092160|VE|S074906|ve|minute volume|L111706|minute volume|UMLS|E0626777|E0432286|abbreviation|||||
|R092161|VE|S074906|ve|expired volume|L075255||UMLS|E0626777|E0626758|abbreviation|||||
|R092162|VE|S074906|ve|expired minute volume|L075251||UMLS|E0626777|E0626759|abbreviation|||||
|R092175|VE|S074906|ve|verapamil|L166404|verapamil|UMLS|E0626778|E0064329|abbreviation|||||
|R092177|VE|S074906|ve|ventricular ectopic|L166241|ventricular ectopic|UMLS|E0626779||acronym|||||
|R092204|SSR|S065987|ssr|somatostatin receptor|L149264|somatostatin receptor|UMLS|E0626811|E0584037|acronym|||||
|R092253|MC|S043496|mc|mineralocorticoid|L111416|mineralocorticoid|UMLS|E0626981|E0040357|acronym|||||
|R092300|DI|S019004|di|diaphragm|L066607|diaphragm|UMLS|E0627093|E0022324|abbreviation|||||
|R092301|DI|S019004|di|dysfunction index|L070218|dysfunction index|UMLS|E0627093|E0627076|abbreviation|||||
|R092319|SAR|S063343|sar|sarcoidosis|L143737|sarcoidosis|UMLS|E0627131|E0054349|abbreviation|||||
|R092320|SAR|S063343|sar|saralasin|L143731|saralasin|UMLS|E0627131|E0206813|abbreviation|||||
|R092747|CHO|S013752|cho|cholesterol|L057003|cholesterol|UMLS|E0627663|E0016669|abbreviation|||||
|R092748|CHO|S013752|cho|choline|L057049|choline|UMLS|E0627663|E0016675|abbreviation|||||
|R093836|serum TG level|S100077|serum tg level|serum thyroglobulin level|L145597|serum thyroglobulin level|UMLS|E0628933|E0628928|abbreviation|||||
|R093883|PBL|S053635|pbl|parabrachial nucleus|L124305|parabrachial nucleus|UMLS|E0629182|E0420364|abbreviation|||||
|R094137|TPC|S071237|tpc|nucleus tegmenti pedunculopontinus pars compacta|L120360|nucleus tegmenti pedunculopontinus pars compacta|UMLS|E0629514|E0629503|acronym|||||
|R094281|KE|S038593|ke|elimination rate constant|L071650|elimination rate constant|UMLS|E0629814|E0629810|abbreviation|||||
|R094282|KE|S038593|ke|elimination-rate constant|L071651|elimination rate constant|UMLS|E0629814|E0629810|abbreviation|||||
|R094283|Ke|S038973|ke|elimination rate constant|L071650|elimination rate constant|UMLS|E0629814|E0629810|abbreviation|||||
|R094284|Ke|S038973|ke|elimination-rate constant|L071651|elimination rate constant|UMLS|E0629814|E0629810|abbreviation|||||
|R094390|LAA|S039813|laa|levo-ascorbic acid|L102831||UMLS|E0629890|E0742054|acronym|||||
|R094391|LAA|S039813|laa|laevo-ascorbic acid|L100605||UMLS|E0629890|E0742054|acronym|||||
|R094392|LAA|S039813|laa|L-ascorbic acid|L019652||UMLS|E0629890|E0742055|acronym|||||
|R094491|SWAP|S066501|swap|sector wide approach|L144458|sector wide approach|UMLS|E0630070|E0630068|abbreviation|||||
|R094492|SWAP|S066501|swap|sector-wide approach|L144461|sector wide approach|UMLS|E0630070|E0630068|abbreviation|||||
|R094614|CCP|S012758|ccp|corpus cavernosum penis|L061900|corpus cavernosum penis|UMLS|E0630480|E0457827|acronym|||||
|R094993|AP2|S005240|ap2|activator protein 2|L038435|activator protein 2|UMLS|E0631011|E0631004|acronym|||||
|R094994|AP2|S005240|ap2|activator protein-2|L038444|activator protein 2|UMLS|E0631011|E0631004|acronym|||||
|R094995|AP2|S005240|ap2|adaptor protein 2|L039237|adaptor protein 2|UMLS|E0631011|E0631006|acronym|||||
|R094996|AP2|S005240|ap2|adaptor protein-2|L039245|adaptor protein 2|UMLS|E0631011|E0631006|acronym|||||
|R094997|AP2|S005240|ap2|activating protein 2|L038373||UMLS|E0631011|E0631008|acronym|||||
|R094998|AP2|S005240|ap2|activating protein-2|L038377||UMLS|E0631011|E0631008|acronym|||||
|R094999|AP2|S005240|ap2|adaptor protein complex 2|L039242|adaptor protein complex 2|UMLS|E0631011|E0626513|acronym|||||
|R095895|NTCP|S049562|ntcp|sodium taurocholate cotransporting polypeptide|L148573||UMLS|E0631895|E0631892|acronym|||||
|R095896|NTCP|S049562|ntcp|sodium-taurocholate cotransporting polypeptide|L148669||UMLS|E0631895|E0631892|acronym|||||
|R095897|NTCP|S049562|ntcp|sodium taurocholate co-transporting polypeptide|L148572||UMLS|E0631895|E0631892|acronym|||||
|R095898|NTCP|S049562|ntcp|sodium-taurocholate co-transporting polypeptide|L148668||UMLS|E0631895|E0631892|acronym|||||
|R095899|NTCP|S049562|ntcp|Na+-taurocholate cotransporting polypeptide|L023852||UMLS|E0631895|E0631893|acronym|||||
|R095900|NTCP|S049562|ntcp|Na+/taurocholate cotransporting polypeptide|L023871||UMLS|E0631895|E0631893|acronym|||||
|R095901|NTCP|S049562|ntcp|Na+-taurocholate co-transporting polypeptide|L023851||UMLS|E0631895|E0631893|acronym|||||
|R095902|NTCP|S049562|ntcp|Na+/taurocholate co-transporting polypeptide|L023870||UMLS|E0631895|E0631893|acronym|||||
|R095903|NTCP|S049562|ntcp|Na(+)-taurocholate cotransporting polypeptide|L023822||UMLS|E0631895|E0631893|acronym|||||
|R095904|NTCP|S049562|ntcp|Na(+)/taurocholate cotransporting polypeptide|L023838||UMLS|E0631895|E0631893|acronym|||||
|R095905|NTCP|S049562|ntcp|Na(+)-taurocholate co-transporting polypeptide|L023821||UMLS|E0631895|E0631893|acronym|||||
|R095906|NTCP|S049562|ntcp|Na(+)/taurocholate co-transporting polypeptide|L023837||UMLS|E0631895|E0631893|acronym|||||
|R096021|SP1|S065403|sp1|specificity protein 1|L149608|specificity protein 1|UMLS|E0631911|E0631906|acronym|||||
|R096022|SP1|S065403|sp1|specificity protein-1|L149614|specificity protein 1|UMLS|E0631911|E0631906|acronym|||||
|R096023|SP1|S065403|sp1|stimulatory protein 1|L151501|stimulatory protein 1|UMLS|E0631911|E0631907|acronym|||||
|R096024|SP1|S065403|sp1|stimulatory protein-1|L151503|stimulatory protein 1|UMLS|E0631911|E0631907|acronym|||||
|R096025|SP1|S065403|sp1|specific protein 1|L149590|specific protein 1|UMLS|E0631911|E0631908|acronym|||||
|R096026|SP1|S065403|sp1|specific protein-1|L149591|specific protein 1|UMLS|E0631911|E0631908|acronym|||||
|R096027|SP1|S065403|sp1|specific-protein 1|L149605|specific protein 1|UMLS|E0631911|E0631908|acronym|||||
|R096028|SP1|S065403|sp1|serum protein 1|L145565|serum protein 1|UMLS|E0631911|E0631909|acronym|||||
|R096029|SP1|S065403|sp1|serum protein-1|L145567|serum protein 1|UMLS|E0631911|E0631909|acronym|||||
|R096039|SP-1|S065370|sp_1|specificity protein 1|L149608|specificity protein 1|UMLS|E0631911|E0631906|acronym|||||
|R096040|SP-1|S065370|sp_1|specificity protein-1|L149614|specificity protein 1|UMLS|E0631911|E0631906|acronym|||||
|R096041|SP-1|S065370|sp_1|stimulatory protein 1|L151501|stimulatory protein 1|UMLS|E0631911|E0631907|acronym|||||
|R096042|SP-1|S065370|sp_1|stimulatory protein-1|L151503|stimulatory protein 1|UMLS|E0631911|E0631907|acronym|||||
|R096043|SP-1|S065370|sp_1|specific protein 1|L149590|specific protein 1|UMLS|E0631911|E0631908|acronym|||||
|R096044|SP-1|S065370|sp_1|specific protein-1|L149591|specific protein 1|UMLS|E0631911|E0631908|acronym|||||
|R096045|SP-1|S065370|sp_1|specific-protein 1|L149605|specific protein 1|UMLS|E0631911|E0631908|acronym|||||
|R096046|SP-1|S065370|sp_1|serum protein 1|L145565|serum protein 1|UMLS|E0631911|E0631909|acronym|||||
|R096047|SP-1|S065370|sp_1|serum protein-1|L145567|serum protein 1|UMLS|E0631911|E0631909|acronym|||||
|R096188|PCT|S053962|pct|porcine calcitonin|L131316|porcine calcitonin|UMLS|E0632290|E0632281|abbreviation|||||
|R096190|PCT|S053962|pct|plateletcrit|L129754|plateletcrit|UMLS|E0632291|E0632283|abbreviation|||||
|R096191|PCT|S053962|pct|platelet crit|L129591|plateletcrit|UMLS|E0632291|E0632283|abbreviation|||||
|R096192|PCT|S053962|pct|platelet-crit|L129679|plateletcrit|UMLS|E0632291|E0632283|abbreviation|||||
|R096364|sp|S100523|sp|species|L149536|species|UMLS|E0632438|E0056944|abbreviation|||||
|R096372|VU|S075582|vu|unloaded shortening velocity|L164360||UMLS|E0632450|E0632449|abbreviation|||||
|R096727|CAM binding|S012183|cam binding|calmodulin binding|L053274|calmodulin binding|UMLS|E0632710|E0625513|abbreviation|||||
|R096745|TNC|S070890|tnc|troponin C|L161359|troponin C|UMLS|E0632725|E0632719|abbreviation|||||
|R096746|TNC|S070890|tnc|troponin-C|L161368|troponin C|UMLS|E0632725|E0632719|abbreviation|||||
|R096749|TN-C|S070874|tn_c|troponin C|L161359|troponin C|UMLS|E0632725|E0632719|abbreviation|||||
|R096750|TN-C|S070874|tn_c|troponin-C|L161368|troponin C|UMLS|E0632725|E0632719|abbreviation|||||
|R096825|SAP|S063303|sap|secreted aspartyl proteinase|L144370||UMLS|E0632833|E0632818|acronym|||||
|R096826|SAP|S063303|sap|secreted aspartic proteinase|L144369||UMLS|E0632833|E0632819|acronym|||||
|R096829|SAP|S063303|sap|saposin|L143715|saposin|UMLS|E0632833|E0505799|abbreviation|||||
|R096835|FNC|S025129|fnc|fibronectin|L077436|fibronectin|UMLS|E0632848|E0027790|abbreviation|||||
|R097478|BRB|S009742|brb|Britton Robinson buffer|L007622|Britton Robinson buffer|UMLS|E0633045|E0633043|acronym|||||
|R097479|BRB|S009742|brb|Britton-Robinson buffer|L007624|Britton Robinson buffer|UMLS|E0633045|E0633043|acronym|||||
|R097521|HCV negative|S030661|hcv negative|hepatitis C virus-negative|L086786|hepatitis C virus negative|UMLS|E0633083||acronym|||||
|R097522|HCV-negative|S030675|hcv_negative|hepatitis C virus-negative|L086786|hepatitis C virus negative|UMLS|E0633083||acronym|||||
|R097571|MTBC|S045636|mtbc|Mycobacterium tuberculosis complex|L022764|Mycobacterium tuberculosis complex|UMLS|E0633165|E0633162|acronym|||||
|R097572|MTBC|S045636|mtbc|M. tuberculosis complex|L020914||UMLS|E0633165|E0633163|acronym|||||
|R097576|BCC|S008722|bcc|Burkholderia cepacia complex|L007757|Burkholderia cepacia complex|UMLS|E0633169|E0633167|acronym|||||
|R097577|BCC|S008722|bcc|B. cepacia complex|L006377||UMLS|E0633169|E0633168|acronym|||||
|R097622|HG|S031109|hg|high growth|L087594|high growth|UMLS|E0633200|E0633193|acronym|||||
|R097623|HG|S031109|hg|high-growth|L087953|high growth|UMLS|E0633200|E0633193|acronym|||||
|R098199|ARSA|S005685|arsa|arylsulfatase A|L046712|arylsulfatase A|UMLS|E0633372|E0010637|abbreviation|||||
|R098200|ARSA|S005685|arsa|aryl sulfatase A|L046681|arylsulfatase A|UMLS|E0633372|E0010637|abbreviation|||||
|R098201|ARSA|S005685|arsa|arylsulphatase A|L046720|arylsulfatase A|UMLS|E0633372|E0010637|abbreviation|||||
|R098202|ARSA|S005685|arsa|aryl sulphatase A|L046685|arylsulfatase A|UMLS|E0633372|E0010637|abbreviation|||||
|R098203|ARSA|S005685|arsa|arylsulfatase-A|L046717|arylsulfatase A|UMLS|E0633372|E0010637|abbreviation|||||
|R098204|ARSA|S005685|arsa|aryl sulfatase-A|L046683|arylsulfatase A|UMLS|E0633372|E0010637|abbreviation|||||
|R098205|ARSA|S005685|arsa|arylsulphatase-A|L046724|arylsulfatase A|UMLS|E0633372|E0010637|abbreviation|||||
|R098206|ARSA|S005685|arsa|aryl sulphatase-A|L046687|arylsulfatase A|UMLS|E0633372|E0010637|abbreviation|||||
|R098229|THF|S070373|thf|T helper factor|L032703|T helper factor|UMLS|E0633481|E0633478|acronym|||||
|R098230|THF|S070373|thf|T-helper factor|L032994|T helper factor|UMLS|E0633481|E0633478|acronym|||||
|R098316|RBF|S059848|rbf|relative blood flow|L140564|relative blood flow|UMLS|E0633639|E0633637|acronym|||||
|R098326|FF|S024634|ff|femorofemoral|L076925|femorofemoral|UMLS|E0633797|E0419204|acronym|||||
|R098327|FF|S024634|ff|femoro-femoral|L076919||UMLS|E0633797|E0419204|acronym|||||
|R098363|PTB|S056920|ptb|phosphotransbutyrylase|L128481|phosphotransbutyrylase|UMLS|E0633866|E0047515|acronym|||||
|R098396|MLCP|S044653|mlcp|myosin light chain phosphorylation|L115081|myosin light chain phosphorylation|UMLS|E0634032|E0634030|acronym|||||
|R098397|MLCP|S044653|mlcp|myosin light-chain phosphorylation|L115087|myosin light chain phosphorylation|UMLS|E0634032|E0634030|acronym|||||
|R098477|RMSD|S060589|rmsd|root mean square difference|L143182|root mean square difference|UMLS|E0634196|E0632688|acronym|||||
|R098478|RMSD|S060589|rmsd|root mean squared difference|L143190|root mean square difference|UMLS|E0634196|E0632688|acronym|||||
|R098479|RMSD|S060589|rmsd|root mean-square difference|L143192|root mean square difference|UMLS|E0634196|E0632688|acronym|||||
|R098480|RMSD|S060589|rmsd|root-mean square difference|L143213|root mean square difference|UMLS|E0634196|E0632688|acronym|||||
|R098481|RMSD|S060589|rmsd|root-mean-square difference|L143219|root mean square difference|UMLS|E0634196|E0632688|acronym|||||
|R098482|RMSD|S060589|rmsd|root mean-squared difference|L143193|root mean square difference|UMLS|E0634196|E0632688|acronym|||||
|R098483|RMSD|S060589|rmsd|root-mean squared difference|L143214|root mean square difference|UMLS|E0634196|E0632688|acronym|||||
|R098484|RMSD|S060589|rmsd|root-mean-squared difference|L143224|root mean square difference|UMLS|E0634196|E0632688|acronym|||||
|R098627|RLC|S060486|rlc|regulatory light chain|L140455|regulatory light chain|UMLS|E0634434|E0634427|acronym|||||
|R098628|RLC|S060486|rlc|regulatory light-chain|L140457|regulatory light chain|UMLS|E0634434|E0634427|acronym|||||
|R098664|NP|S049094|np|neopterin|L116136|neopterin|UMLS|E0634559|E0305026|abbreviation|||||
|R098675|NP|S049094|np|nucleocapsid|L120048|nucleocapsid|UMLS|E0634560||acronym|||||
|R098695|MSP|S045535|msp|major secretory protein|L106762|major secretory protein|UMLS|E0634654|E0634648|acronym|||||
|R099002|CAP|S012226|cap|carbonated apatite|L053905|carbonate apatite|UMLS|E0635124|E0635117|abbreviation|||||
|R099009|CaP|S016237|cap|calcium phosphate|L053046|calcium phosphate|UMLS|E0635125|E0014716|abbreviation|||||
|R099010|CaP|S016237|cap|calcium-phosphate|L053197|calcium phosphate|UMLS|E0635125|E0014716|abbreviation|||||
|R099232|CRA|S015055|cra|cisretinoic acid|L058018|cisretinoic acid|UMLS|E0635468|E0635456|acronym|||||
|R099233|CRA|S015055|cra|cis retinoic acid|L057931|cisretinoic acid|UMLS|E0635468|E0635456|acronym|||||
|R099234|CRA|S015055|cra|cis-retinoic acid|L057967|cisretinoic acid|UMLS|E0635468|E0635456|acronym|||||
|R100071|PT|S056893|pt|posttreatment|L132578|posttreatment|UMLS|E0635671|E0049375|acronym|||||
|R100072|PT|S056893|pt|post-treatment|L132039||UMLS|E0635671|E0049375|acronym|||||
|R100073|PT|S056893|pt|posttransplantation|L132555|posttransplantation|UMLS|E0635671|E0417605|acronym|||||
|R100074|PT|S056893|pt|post-transplantation|L132017||UMLS|E0635671|E0417605|acronym|||||
|R100079|PT|S056893|pt|posttreatment|L132578|posttreatment|UMLS|E0635672|E0049376|acronym|||||
|R100080|PT|S056893|pt|post-treatment|L132039||UMLS|E0635672|E0049376|acronym|||||
|R100081|PT|S056893|pt|posttransplantation|L132555|posttransplantation|UMLS|E0635672|E0418605|acronym|||||
|R100082|PT|S056893|pt|post-transplantation|L132017||UMLS|E0635672|E0418605|acronym|||||
|R100083|PT|S056893|pt|posttransplant|L132548|posttransplant|UMLS|E0635672|E0418112|acronym|||||
|R100084|PT|S056893|pt|post-transplant|L132010||UMLS|E0635672|E0418112|acronym|||||
|R100085|PT|S056893|pt|posttransfusion|L132543|posttransfusion|UMLS|E0635672|E0318351|acronym|||||
|R100086|PT|S056893|pt|post-transfusion|L132005||UMLS|E0635672|E0318351|acronym|||||
|R100087|PT|S056893|pt|posttreatment|L132578|posttreatment|UMLS|E0635673|E0049376|acronym|||||
|R100088|PT|S056893|pt|post-treatment|L132039||UMLS|E0635673|E0049376|acronym|||||
|R100089|PT|S056893|pt|posttransplantation|L132555|posttransplantation|UMLS|E0635673|E0418605|acronym|||||
|R100090|PT|S056893|pt|post-transplantation|L132017||UMLS|E0635673|E0418605|acronym|||||
|R100091|PT|S056893|pt|posttransplant|L132548|posttransplant|UMLS|E0635673|E0418112|acronym|||||
|R100092|PT|S056893|pt|post-transplant|L132010||UMLS|E0635673|E0418112|acronym|||||
|R100093|p.t.|S094576|pt|posttreatment|L132578|posttreatment|UMLS|E0635673|E0049376|acronym|||||
|R100094|p.t.|S094576|pt|post-treatment|L132039||UMLS|E0635673|E0049376|acronym|||||
|R100095|p.t.|S094576|pt|posttransplantation|L132555|posttransplantation|UMLS|E0635673|E0418605|acronym|||||
|R100096|p.t.|S094576|pt|post-transplantation|L132017||UMLS|E0635673|E0418605|acronym|||||
|R100099|PT|S056893|pt|posttreatment|L132578|posttreatment|UMLS|E0635674|E0049376|acronym|||||
|R100100|PT|S056893|pt|post-treatment|L132039||UMLS|E0635674|E0049376|acronym|||||
|R100103|p.t.|S094576|pt|posttreatment|L132578|posttreatment|UMLS|E0635674|E0049376|acronym|||||
|R100104|p.t.|S094576|pt|post-treatment|L132039||UMLS|E0635674|E0049376|acronym|||||
|R100111|QW|S059023|qw|quiet waking|L137487|quiet waking|UMLS|E0635726|E0742073|acronym|||||
|R100112|QW|S059023|qw|quiet wakefulness|L137486|quiet wakefulness|UMLS|E0635726|E0742072|acronym|||||
|R100321|PFP|S054641|pfp|pentafluorophenyl|L125582|pentafluorophenyl|UMLS|E0635828|E0502045|acronym|||||
|R100322|PFP|S054641|pfp|penta-fluorophenyl|L125557||UMLS|E0635828|E0502045|acronym|||||
|R100325|PFP|S054641|pfp|perforin|L126126|perforin|UMLS|E0635828|E0206963|abbreviation|||||
|R100327|PFP|S054641|pfp|perforin|L126126|perforin|UMLS|E0635830|E0206963|abbreviation|||||
|R100328|Pfp|S057812|pfp|perforin|L126126|perforin|UMLS|E0635830|E0206963|abbreviation|||||
|R100333|CT|S015465|ct|threshold cycle|L156676|threshold cycle|UMLS|E0635896|E0724828|acronym|||||
|R100335|CT|S015465|ct|catalase|L054799|catalase|UMLS|E0635896|E0015522|abbreviation|||||
|R100337|CT|S015465|ct|core temperature|L061681|core temperature|UMLS|E0635897|E0635880|acronym|||||
|R100343|Tc|S072126|tc|core temperature|L061681|core temperature|UMLS|E0635898|E0635880|abbreviation|||||
|R100344|Tc|S072126|tc|colonic temperature|L059297|colonic temperature|UMLS|E0635898|E0635899|abbreviation|||||
|R100345|Tc|S072126|tc|transition temperature|L159979|transition temperature|UMLS|E0635898|E0581787|abbreviation|||||
|R100346|Tc|S072126|tc|critical temperature|L062637|critical temperature|UMLS|E0635898|E0582970|abbreviation|||||
|R100424|QW|S059023|qw|once weekly|L121498|once weekly|UMLS|E0635966|E0635964|abbreviation|||||
|R100425|QW|S059023|qw|once-weekly|L121500|once weekly|UMLS|E0635966|E0635964|abbreviation|||||
|R100426|qw|S097433|qw|once weekly|L121498|once weekly|UMLS|E0635966|E0635964|abbreviation|||||
|R100427|qw|S097433|qw|once-weekly|L121500|once weekly|UMLS|E0635966|E0635964|abbreviation|||||
|R100489|NAP|S047564|nap|periplasmic nitrate reductase|L126574|periplasmic nitrate reductase|UMLS|E0636067|E0696394|acronym|||||
|R100491|NAP|S047564|nap|naproxen|L115398|naproxen|UMLS|E0636067|E0041870|abbreviation|||||
|R100493|NAP|S047564|nap|naphthalene|L115368|naphthalene|UMLS|E0636067|E0041863|abbreviation|||||
|R100530|PEPC|S054469|pepc|peptidase C|L125683|peptidase C|UMLS|E0636155|E0636154|abbreviation|||||
|R100531|PEPC|S054469|pepc|peptidase-C|L125685|peptidase C|UMLS|E0636155|E0636154|abbreviation|||||
|R100538|PEPC|S054469|pepc|pepsinogen C|L125670|pepsinogen C|UMLS|E0636156|E0636152|abbreviation|||||
|R103024|ESC|S023049|esc|extra sex combs|L075528||UMLS|E0637173||acronym|||||
|R103170|CCI|S012646|cci|chronically critically ill|L057749|chronically critically ill|UMLS|E0637235|E0742078|acronym|||||
|R105557|CHE|S013697|che|cholinesterase|L057099|cholinesterase|UMLS|E0637438|E0016679|abbreviation|||||
|R105558|CHE|S013697|che|cholesterol ester|L057014|cholesterol ester|UMLS|E0637438|E0637436|abbreviation|||||
|R105957|VCFS|S074800|vcfs|velocity of circumferential fibre shortening|L165953||UMLS|E0637503||acronym|||||
|R105965|VCF|S074798|vcf|velocity of circumferential fibre shortening|L165953||UMLS|E0637505||acronym|||||
