GroupID|EntryID|SF|SFUI|NormSF|NSFUI|PrefSF|LF|LFUI|NormLF|PrefLF|Source|SFEUI|LFEUI|Type|Score|Count|Frequency|UMLS.CUI
|E099010|CaP|S016237|cap|N013592||calcium-phosphate|L053197|calcium phosphate||UMLS|E0635125|E0014716|abbreviation||||
|E099232|CRA|S015055|cra|N016967||cisretinoic acid|L058018|cisretinoic acid||UMLS|E0635468|E0635456|acronym||||
|E099233|CRA|S015055|cra|N016967||cis retinoic acid|L057931|cisretinoic acid||UMLS|E0635468|E0635456|acronym||||
|E099234|CRA|S015055|cra|N016967||cis-retinoic acid|L057967|cisretinoic acid||UMLS|E0635468|E0635456|acronym||||
|E100071|PT|S056893|pt|N057448||posttreatment|L132578|posttreatment||UMLS|E0635671|E0049375|acronym||||
|E100072|PT|S056893|pt|N057448||post-treatment|L132039|||UMLS|E0635671|E0049375|acronym||||
|E100073|PT|S056893|pt|N057448||posttransplantation|L132555|posttransplantation||UMLS|E0635671|E0417605|acronym||||
|E100074|PT|S056893|pt|N057448||post-transplantation|L132017|||UMLS|E0635671|E0417605|acronym||||
|E100079|PT|S056893|pt|N057448||posttreatment|L132578|posttreatment||UMLS|E0635672|E0049376|acronym||||
|E100080|PT|S056893|pt|N057448||post-treatment|L132039|||UMLS|E0635672|E0049376|acronym||||
|E100081|PT|S056893|pt|N057448||posttransplantation|L132555|posttransplantation||UMLS|E0635672|E0418605|acronym||||
|E100082|PT|S056893|pt|N057448||post-transplantation|L132017|||UMLS|E0635672|E0418605|acronym||||
|E100083|PT|S056893|pt|N057448||posttransplant|L132548|posttransplant||UMLS|E0635672|E0418112|acronym||||
|E100084|PT|S056893|pt|N057448||post-transplant|L132010|||UMLS|E0635672|E0418112|acronym||||
|E100085|PT|S056893|pt|N057448||posttransfusion|L132543|posttransfusion||UMLS|E0635672|E0318351|acronym||||
|E100086|PT|S056893|pt|N057448||post-transfusion|L132005|||UMLS|E0635672|E0318351|acronym||||
|E100087|PT|S056893|pt|N057448||posttreatment|L132578|posttreatment||UMLS|E0635673|E0049376|acronym||||
|E100088|PT|S056893|pt|N057448||post-treatment|L132039|||UMLS|E0635673|E0049376|acronym||||
|E100089|PT|S056893|pt|N057448||posttransplantation|L132555|posttransplantation||UMLS|E0635673|E0418605|acronym||||
|E100090|PT|S056893|pt|N057448||post-transplantation|L132017|||UMLS|E0635673|E0418605|acronym||||
|E100091|PT|S056893|pt|N057448||posttransplant|L132548|posttransplant||UMLS|E0635673|E0418112|acronym||||
|E100092|PT|S056893|pt|N057448||post-transplant|L132010|||UMLS|E0635673|E0418112|acronym||||
|E100093|p.t.|S094576|pt|N057448||posttreatment|L132578|posttreatment||UMLS|E0635673|E0049376|acronym||||
|E100094|p.t.|S094576|pt|N057448||post-treatment|L132039|||UMLS|E0635673|E0049376|acronym||||
|E100095|p.t.|S094576|pt|N057448||posttransplantation|L132555|posttransplantation||UMLS|E0635673|E0418605|acronym||||
|E100096|p.t.|S094576|pt|N057448||post-transplantation|L132017|||UMLS|E0635673|E0418605|acronym||||
|E100099|PT|S056893|pt|N057448||posttreatment|L132578|posttreatment||UMLS|E0635674|E0049376|acronym||||
|E100100|PT|S056893|pt|N057448||post-treatment|L132039|||UMLS|E0635674|E0049376|acronym||||
|E100103|p.t.|S094576|pt|N057448||posttreatment|L132578|posttreatment||UMLS|E0635674|E0049376|acronym||||
|E100104|p.t.|S094576|pt|N057448||post-treatment|L132039|||UMLS|E0635674|E0049376|acronym||||
|E100111|QW|S059023|qw|N058418||quiet waking|L137487|quiet waking||UMLS|E0635726|E0742073|acronym||||
|E100112|QW|S059023|qw|N058418||quiet wakefulness|L137486|quiet wakefulness||UMLS|E0635726|E0742072|acronym||||
|E100321|PFP|S054641|pfp|N054077||pentafluorophenyl|L125582|pentafluorophenyl||UMLS|E0635828|E0502045|acronym||||
|E100322|PFP|S054641|pfp|N054077||penta-fluorophenyl|L125557|||UMLS|E0635828|E0502045|acronym||||
|E100325|PFP|S054641|pfp|N054077||perforin|L126126|perforin||UMLS|E0635828|E0206963|abbreviation||||
|E100327|PFP|S054641|pfp|N054077||perforin|L126126|perforin||UMLS|E0635830|E0206963|abbreviation||||
|E100328|Pfp|S057812|pfp|N054077||perforin|L126126|perforin||UMLS|E0635830|E0206963|abbreviation||||
|E100333|CT|S015465|ct|N017461||threshold cycle|L156676|threshold cycle||UMLS|E0635896|E0724828|acronym||||
|E100335|CT|S015465|ct|N017461||catalase|L054799|catalase||UMLS|E0635896|E0015522|abbreviation||||
|E100337|CT|S015465|ct|N017461||core temperature|L061681|core temperature||UMLS|E0635897|E0635880|acronym||||
|E100343|Tc|S072126|tc|N068603||core temperature|L061681|core temperature||UMLS|E0635898|E0635880|abbreviation||||
|E100344|Tc|S072126|tc|N068603||colonic temperature|L059297|colonic temperature||UMLS|E0635898|E0635899|abbreviation||||
|E100345|Tc|S072126|tc|N068603||transition temperature|L159979|transition temperature||UMLS|E0635898|E0581787|abbreviation||||
|E100346|Tc|S072126|tc|N068603||critical temperature|L062637|critical temperature||UMLS|E0635898|E0582970|abbreviation||||
|E100424|QW|S059023|qw|N058418||once weekly|L121498|once weekly||UMLS|E0635966|E0635964|abbreviation||||
|E100425|QW|S059023|qw|N058418||once-weekly|L121500|once weekly||UMLS|E0635966|E0635964|abbreviation||||
|E100426|qw|S097433|qw|N058418||once weekly|L121498|once weekly||UMLS|E0635966|E0635964|abbreviation||||
|E100427|qw|S097433|qw|N058418||once-weekly|L121500|once weekly||UMLS|E0635966|E0635964|abbreviation||||
|E100489|NAP|S047564|nap|N047115||periplasmic nitrate reductase|L126574|periplasmic nitrate reductase||UMLS|E0636067|E0696394|acronym||||
|E100491|NAP|S047564|nap|N047115||naproxen|L115398|naproxen||UMLS|E0636067|E0041870|abbreviation||||
|E100493|NAP|S047564|nap|N047115||naphthalene|L115368|naphthalene||UMLS|E0636067|E0041863|abbreviation||||
|E100530|PEPC|S054469|pepc|N053850||peptidase C|L125683|peptidase C||UMLS|E0636155|E0636154|abbreviation||||
|E100531|PEPC|S054469|pepc|N053850||peptidase-C|L125685|peptidase C||UMLS|E0636155|E0636154|abbreviation||||
|E100538|PEPC|S054469|pepc|N053850||pepsinogen C|L125670|pepsinogen C||UMLS|E0636156|E0636152|abbreviation||||
|E103024|ESC|S023049|esc|N023802||extra sex combs|L075528|||UMLS|E0637173||acronym||||
|E103170|CCI|S012646|cci|N014072||chronically critically ill|L057749|chronically critically ill||UMLS|E0637235|E0742078|acronym||||
|E105557|CHE|S013697|che|N015194||cholinesterase|L057099|cholinesterase||UMLS|E0637438|E0016679|abbreviation||||
|E105558|CHE|S013697|che|N015194||cholesterol ester|L057014|cholesterol ester||UMLS|E0637438|E0637436|abbreviation||||
|E105957|VCFS|S074800|vcfs|N073588||velocity of circumferential fibre shortening|L165953|||UMLS|E0637503||acronym||||
|E105965|VCF|S074798|vcf|N073586||velocity of circumferential fibre shortening|L165953|||UMLS|E0637505||acronym||||
|E105966|VCF|S074798|vcf|N073586||velocity of circumferential fiber shortening|L165952|||UMLS|E0637505||acronym||||
|E105973|RVM|S061372|rvm|N061672||rostro-ventrolateral medulla|L143263|||UMLS|E0637507|E0321549|acronym||||
|E106048|Trypanosoma brucei ssp. rhodesiense|S072917|trypanosoma brucei ssp rhodesiense|N071436||Trypanosoma brucei subspecies rhodesiense|L034722|Trypanosoma brucei subspecies rhodesiense||UMLS|E0637532|E0637530|abbreviation||||
|E106703|GAD Ab|S027061|gad ab|N027227||glutamic acid decarboxylase antibody|L082380|glutamic acid decarboxylase antibody||UMLS|E0637599|E0504452|acronym||||
|E106705|GAD-Ab|S027074|gad_ab|N027246||glutamic acid decarboxylase antibody|L082380|glutamic acid decarboxylase antibody||UMLS|E0637599|E0504452|acronym||||
|E107612|PDGFRα|S054146|pdgfrα|N053491||platelet-derived growth factor receptor alpha|L129696|||UMLS|E0638286|E0632880|acronym||||
|E107613|PDGFRα|S054146|pdgfrα|N053491||platelet-derived growth factor receptor-alpha|L129700|||UMLS|E0638286|E0632880|acronym||||
|E107614|PDGFRα|S054146|pdgfrα|N053491||platelet-derived growth factor receptor α|L129698|||UMLS|E0638286|E0632880|acronym||||
|E107615|PDGFRα|S054146|pdgfrα|N053491||platelet-derived growth factor receptor-α|L129702|||UMLS|E0638286|E0632880|acronym||||
|E107616|PDGFR-α|S054140|pdgfr_α|N053485||platelet-derived growth factor receptor alpha|L129696|||UMLS|E0638286|E0632880|acronym||||
|E107617|PDGFR-α|S054140|pdgfr_α|N053485||platelet-derived growth factor receptor-alpha|L129700|||UMLS|E0638286|E0632880|acronym||||
|E107618|PDGFR-α|S054140|pdgfr_α|N053485||platelet-derived growth factor receptor α|L129698|||UMLS|E0638286|E0632880|acronym||||
|E107619|PDGFR-α|S054140|pdgfr_α|N053485||platelet-derived growth factor receptor-α|L129702|||UMLS|E0638286|E0632880|acronym||||
|E108206|Lond.|S042093|lond|N040703||London|L020608|London||UMLS|E0639417|E0003893|abbreviation||||
|E108339|COP I|S014712|cop i|N016533||copolymer 1|L061530|copolymer 1||UMLS|E0640457|E0580460|abbreviation||||
|E108340|COP I|S014712|cop i|N016533||copolymer-1|L061531|copolymer 1||UMLS|E0640457|E0580460|abbreviation||||
|E108341|COP I|S014712|cop i|N016533||copolymer-I|L061532|||UMLS|E0640457|E0580460|abbreviation||||
|E108346|COP-I|S014719|cop_i|N016542||copolymer 1|L061530|copolymer 1||UMLS|E0640457|E0580460|abbreviation||||
|E108347|COP-I|S014719|cop_i|N016542||copolymer-1|L061531|copolymer 1||UMLS|E0640457|E0580460|abbreviation||||
|E108348|COP-I|S014719|cop_i|N016542||copolymer-I|L061532|||UMLS|E0640457|E0580460|abbreviation||||
|E108365|PIII|S055198|piii|N054855||procollagen type III|L134372|procollagen type III||UMLS|E0640547|E0640543|abbreviation||||
|E108366|PIII|S055198|piii|N054855||procollagen type-III|L134378|procollagen type III||UMLS|E0640547|E0640543|abbreviation||||
|E108367|PIII|S055198|piii|N054855||pro-collagen type III|L134183|||UMLS|E0640547|E0640543|abbreviation||||
|E108368|PIII|S055198|piii|N054855||pro-collagen type-III|L134187|||UMLS|E0640547|E0640543|abbreviation||||
|E108369|PIII|S055198|piii|N054855||procollagen III|L134363|procollagen III||UMLS|E0640547|E0640544|abbreviation||||
|E108370|PIII|S055198|piii|N054855||procollagen-III|L134382|procollagen III||UMLS|E0640547|E0640544|abbreviation||||
|E108371|PIII|S055198|piii|N054855||pro-collagen III|L134181|||UMLS|E0640547|E0640544|abbreviation||||
|E108386|PIII|S055198|piii|N054855||promoter III|L134846|promoter III||UMLS|E0640548|E0640542|abbreviation||||
|E108387|PIII|S055198|piii|N054855||protein III|L135427|protein III||UMLS|E0640548|E0640545|abbreviation||||
|E108436|HMG|S031794|hmg|N032383||human menopausal gonadotropin|L090525|human menopausal gonadotropin||UMLS|E0640659|E0214112|acronym||||
|E108437|HMG|S031794|hmg|N032383||human menopausal gonadotrophin|L090524|human menopausal gonadotropin||UMLS|E0640659|E0214112|acronym||||
|E108903|ADRP|S004074|adrp|N004087||autosomal dominant retinitis pigmentosa|L047979|autosomal dominant retinitis pigmentosa||UMLS|E0642411|E0642407|acronym||||
|E109281|MCAT|S043545|mcat|N042940||muscle CAT|L114410|muscle CAT||UMLS|E0642981|E0642980|abbreviation||||
|E109282|MCAT|S043545|mcat|N042940||muscle-CAT|L114486|muscle CAT||UMLS|E0642981|E0642980|abbreviation||||
|E109322|DSG|S019977|dsg|N020908||double-strand gap|L069600|||UMLS|E0643207|E0643206|acronym||||
|E109323|DSG|S019977|dsg|N020908||Disease Site Group|L011938|Disease Site Group||UMLS|E0643207|E0643205|acronym||||
|E109326|DSG|S019977|dsg|N020908||desmoglein|L066052|desmoglein||UMLS|E0643208|E0308763|abbreviation||||
|E109611|ASC|S005834|asc|N008146||ascorbic acid|L046761|ascorbic acid||UMLS|E0643370|E0010693|abbreviation||||
|E109612|ASC|S005834|asc|N008146||ascorbate|L046757|ascorbate||UMLS|E0643370|E0010690|abbreviation||||
|E109668|SCCA|S063601|scca|N063270||squamous cell carcinoma antigen|L150502|squamous cell carcinoma antigen||UMLS|E0643521|E0643518|acronym||||
|E109669|SCCA|S063601|scca|N063270||squamous-cell carcinoma antigen|L150532|squamous cell carcinoma antigen||UMLS|E0643521|E0643518|acronym||||
|E110682|post-MTBI|S096444|post_mtbi|N056136||post-minor traumatic brain injury|L131902|||UMLS|E0645700||acronym||||
|E110683|post-MTBI|S096444|post_mtbi|N056136||post-mild traumatic brain injury|L131901|||UMLS|E0645700|E0747751|acronym||||
|E110694|post-TBI|S096455|post_tbi|N056149||posttraumatic brain injury|L132564|posttraumatic brain injury||UMLS|E0645705|E0747755|acronym||||
|E110695|post-TBI|S096455|post_tbi|N056149||post traumatic brain injury|L131747|posttraumatic brain injury||UMLS|E0645705|E0747755|acronym||||
|E110696|post-TBI|S096455|post_tbi|N056149||post-traumatic brain injury|L132026|posttraumatic brain injury||UMLS|E0645705|E0747755|acronym||||
|E110728|RAPA|S059719|rapa|N059146||rapamycin|L138123|rapamycin||UMLS|E0645864|E0319268|abbreviation||||
|E110894|APN|S005370|apn|N007463||adiponectin|L039751|adiponectin||UMLS|E0646004|E0223630|abbreviation||||
|E112155|ATV|S006326|atv|N008691||atorvastatin|L047160|atorvastatin||UMLS|E0646330|E0413205|abbreviation||||
|E112697|ML|S044612|ml|N044536||mitochondrial-lysosomal|L111868|||UMLS|E0648435||acronym||||
|E113123|ARV|S005695|arv|N008005||antiretroviral|L045373|antiretroviral||UMLS|E0649597|E0418338|acronym||||
|E113124|ARV|S005695|arv|N008005||anti-retroviral|L044412|||UMLS|E0649597|E0418338|acronym||||
|E113131|S. platensis|S062844|s platensis|N062203||Spirulina platensis|L031541|Spirulina platensis||UMLS|E0649610|E0443948|abbreviation||||
|E113193|SIL|S064552|sil|N064481||silymarin|L146796|silymarin||UMLS|E0649948|E0206823|abbreviation||||
|E113194|SIL|S064552|sil|N064481||sildenafil|L146718|sildenafil||UMLS|E0649948|E0354597|abbreviation||||
|E115120|PAPP|S053416|papp|N052762||para-aminophenylphosphate|L124137|||UMLS|E0652354|E0652352|acronym||||
|E115121|PAPP|S053416|papp|N052762||para-aminophenyl phosphate|L124136|||UMLS|E0652354|E0652352|acronym||||
|E115122|PAPP|S053416|papp|N052762||para-amino-phenyl phosphate|L124117|||UMLS|E0652354|E0652352|acronym||||
|E115130|attB|S081091|attb|N008677||attacin B|L047318|attacin B||UMLS|E0652394|E0652392|abbreviation||||
|E115386|EV|S023276|ev|N024084||endogenous virus|L072181|endogenous virus||UMLS|E0653332|E0653326|acronym||||
|E115487|EB|S021353|eb|N021871||estradiol benzoate|L074014|estradiol benzoate||UMLS|E0653713|E0026212|acronym||||
|E115488|EB|S021353|eb|N021871||oestradiol benzoate|L121060|estradiol benzoate||UMLS|E0653713|E0026212|acronym||||
|E115489|EB|S021353|eb|N021871||estradiol-benzoate|L074026|estradiol benzoate||UMLS|E0653713|E0026212|acronym||||
|E115490|EB|S021353|eb|N021871||oestradiol-benzoate|L121067|estradiol benzoate||UMLS|E0653713|E0026212|acronym||||
|E115499|EB|S021353|eb|N021871||Epstein Barr|L013120|Epstein Barr||UMLS|E0653715|E0747768|acronym||||
|E115500|EB|S021353|eb|N021871||Epstein-Barr|L013124|Epstein Barr||UMLS|E0653715|E0747768|acronym||||
|E116069|CHC|S013681|chc|N015177||chronic hepatitis C|L057491|chronic hepatitis C||UMLS|E0654730|E0577968|acronym||||
|E116072|CHC|S013681|chc|N015177||clathrin heavy chain|L058122|clathrin heavy chain||UMLS|E0654731|E0654720|acronym||||
|E116074|CHC|S013681|chc|N015177||Clostridium histolyticum collagenase|L009864|Clostridium histolyticum collagenase||UMLS|E0654732|E0213785|acronym||||
|E116076|CHC|S013681|chc|N015177||cholangiocarcinoma|L056917|cholangiocarcinoma||UMLS|E0654732|E0016595|abbreviation||||
|E116077|CHC|S013681|chc|N015177||cholangio-carcinoma|L056911|||UMLS|E0654732|E0016595|abbreviation||||
|E116978|PGI|S054803|pgi|N054234||pepsinogen I|L125671|pepsinogen I||UMLS|E0657419|E0657414|abbreviation||||
|E117183|SDHD|S063909|sdhd|N063621||short daily hemodialysis|L146198|short daily hemodialysis||UMLS|E0657440|E0657438|acronym||||
|E117184|SDHD|S063909|sdhd|N063621||short daily haemodialysis|L146197|short daily hemodialysis||UMLS|E0657440|E0657438|acronym||||
|E117185|SDHD|S063909|sdhd|N063621||short-daily hemodialysis|L146327|short daily hemodialysis||UMLS|E0657440|E0657438|acronym||||
|E117186|SDHD|S063909|sdhd|N063621||short-daily haemodialysis|L146326|short daily hemodialysis||UMLS|E0657440|E0657438|acronym||||
|E118965|DPD|S019728|dpd|N020626||deoxypyridinoline|L065775|deoxypyridinoline||UMLS|E0659374|E0403221|acronym||||
|E118966|DPD|S019728|dpd|N020626||deoxy-pyridinoline|L065718|||UMLS|E0659374|E0403221|acronym||||
|E119249|PHMB|S054981|phmb|N054513||parahydroxymercuribenzoate|L124356|parahydroxymercuribenzoate||UMLS|E0659409|E0210090|acronym||||
|E119250|PHMB|S054981|phmb|N054513||para-hydroxymercuribenzoate|L124200|||UMLS|E0659409|E0210090|acronym||||
|E119251|PHMB|S054981|phmb|N054513||parahydroxy-mercuribenzoate|L124352|||UMLS|E0659409|E0210090|acronym||||
|E119252|PHMB|S054981|phmb|N054513||para-hydroxy-mercuribenzoate|L124190|||UMLS|E0659409|E0210090|acronym||||
|E119253|PHMB|S054981|phmb|N054513||p-hydroxymercuribenzoate|L123446|||UMLS|E0659409|E0659405|acronym||||
|E119254|PHMB|S054981|phmb|N054513||p-hydroxy-mercuribenzoate|L123441|||UMLS|E0659409|E0659405|acronym||||
|E119255|PHMB|S054981|phmb|N054513||p-(hydroxymercuri)benzoate|L123378|||UMLS|E0659409|E0659405|acronym||||
|E119256|PHMB|S054981|phmb|N054513||para-hydroxymercuribenzoic acid|L124201|||UMLS|E0659409|E0659406|acronym||||
|E119257|PHMB|S054981|phmb|N054513||p-hydroxymercuribenzoic acid|L123447|||UMLS|E0659409|E0659407|acronym||||
|E119260|Bact. ovatus|S010245|bact ovatus|N009527||Bacteroides ovatus|L006596|Bacteroides ovatus||UMLS|E0659411|E0339271|abbreviation||||
|E120008|PSAP|S056746|psap|N057260||prosaposin|L135014|prosaposin||UMLS|E0659988|E0405612|abbreviation||||
|E120018|HEPC|S030967|hepc|N031402||hepcidin|L086947|hepcidin||UMLS|E0660003|E0543043|abbreviation||||
|E120138|CGN|S013607|cgn|N015089||crescentic glomerulonephritis|L062561|crescentic glomerulonephritis||UMLS|E0660107|E0660103|acronym||||
|E120145|PAPM|S053414|papm|N052760||mean pulmonary artery pressure|L108208|mean pulmonary artery pressure||UMLS|E0660122|E0625784|acronym||||
|E120197|PARG|S053460|parg|N052809||poly-L-arginine|L130283|||UMLS|E0660250||abbreviation||||
|E120198|PARG|S053460|parg|N052809||polyarginine|L130446|polyarginine||UMLS|E0660250|E0505616|abbreviation||||
|E120199|PARG|S053460|parg|N052809||poly-arginine|L130306|||UMLS|E0660250|E0505616|abbreviation||||
|E121006|HUCB|S032912|hucb|N033658||human umbilical cord blood|L091064|human umbilical cord blood||UMLS|E0660356|E0660352|acronym||||
|E125053|CGC|S013574|cgc|N015036||capillary gas chromatography|L053639|capillary gas chromatography||UMLS|E0662434|E0662431|acronym||||
|E125169|CADO|S012101|cado|N013313||vincristine-cyclophosphamide-doxorubicin|L166990|||UMLS|E0664217||acronym||||
|E125244|AMCA|S004824|amca|N005254||accessory middle cerebral artery|L037624|accessory middle cerebral artery||UMLS|E0664250|E0664247|acronym||||
|E126766|DNR|S019572|dnr|N020452||daunorubicin|L064666|daunorubicin||UMLS|E0665108|E0001959|abbreviation||||
|E126769|DNR|S019572|dnr|N020452||do-not-resuscitate|L068940|do not resuscitate||UMLS|E0665109|E0023873|acronym||||
|E126794|LN|S040908|ln|N040544||lean|L101725|lean||UMLS|E0665156|E0037084|abbreviation||||
|E126979|Circ|S016784|circ|N015588||circumflex|L057909|circumflex||UMLS|E0665616|E0017100|abbreviation||||
|E126980|CIRC|S013956|circ|N015588||circumflex|L057909|circumflex||UMLS|E0665617|E0017100|abbreviation||||
|E126982|CIRC|S013956|circ|N015588||circumferential|L057900|circumferential||UMLS|E0665618|E0017098|abbreviation||||
|E126984|Circ|S016784|circ|N015588||circumference|L057899|circumference||UMLS|E0665619|E0017097|abbreviation||||
|E126987|PBG|S053618|pbg|N052980||parabigeminal nucleus|L124301|parabigeminal nucleus||UMLS|E0665624|E0504981|acronym||||
|E127041|Nase|S050029|nase|N047190||neuraminidase|L116449|neuraminidase||UMLS|E0665761|E0042334|abbreviation||||
|E127086|AMBP|S004821|ambp|N005247||ambulatory blood pressure|L041787|ambulatory blood pressure||UMLS|E0665791|E0665786|abbreviation||||
|E127095|ACLA|S003580|acla|N003455||aclarubicin|L038090|aclarubicin||UMLS|E0665794|E0300092|abbreviation||||
|E127097|ACLA|S003580|acla|N003455||anticardiolipin antibody|L044777|anticardiolipin antibody||UMLS|E0665795|E0319302|acronym||||
|E127098|ACLA|S003580|acla|N003455||anti-cardiolipin antibody|L043709|||UMLS|E0665795|E0319302|acronym||||
|E127140|CRD|S015104|crd|N017015||Crohns disease|L010629|Crohn disease||UMLS|E0665823|E0429688|abbreviation||||
|E127141|CRD|S015104|crd|N017015||Crohn's disease|L010627|Crohn disease||UMLS|E0665823|E0429688|abbreviation||||
|E127503|SCP|S063763|scp|N063474||sulphachlorpyridazine|L152904|sulfachlorpyridazine||UMLS|E0666519|E0302447|acronym||||
|E128096|TALP|S069016|talp|N068280||total alkaline phosphatase|L158204|total alkaline phosphatase||UMLS|E0666770|E0666765|acronym||||
|E132744|Fos|S026212|fos|N025963||fosfomycin resistance protein|L079240|fosfomycin resistance protein||UMLS|E0666992|E0666956|abbreviation||||
|E133612|LVDD|S041545|lvdd|N041302||LV enddiastolic dimension|L019795|LV enddiastolic dimension||UMLS|E0668728|E0668706|acronym||||
|E133613|LVDD|S041545|lvdd|N041302||LV end diastolic dimension|L019790|LV enddiastolic dimension||UMLS|E0668728|E0668706|acronym||||
|E133614|LVDD|S041545|lvdd|N041302||LV end-diastolic dimension|L019792|LV enddiastolic dimension||UMLS|E0668728|E0668706|acronym||||
|E133615|LVDD|S041545|lvdd|N041302||left ventricular diastolic dimension|L102076|left ventricular diastolic dimension||UMLS|E0668728|E0668707|acronym||||
|E133616|LVDD|S041545|lvdd|N041302||left ventricular end diastolic diameter|L102090|left ventricular end diastolic diameter||UMLS|E0668728|E0667706|acronym||||
|E133617|LVDD|S041545|lvdd|N041302||left ventricular end-diastolic diameter|L102099|left ventricular end diastolic diameter||UMLS|E0668728|E0667706|acronym||||
|E133618|LVDD|S041545|lvdd|N041302||left ventricular diastolic diameter|L102075|left ventricular diastolic diameter||UMLS|E0668728|E0668719|acronym||||
|E133619|LVDD|S041545|lvdd|N041302||left ventricular enddiastolic dimension|L102109|left ventricular enddiastolic dimension||UMLS|E0668728|E0037138|acronym||||
|E133620|LVDD|S041545|lvdd|N041302||left ventricular end diastolic dimension|L102091|left ventricular enddiastolic dimension||UMLS|E0668728|E0037138|acronym||||
|E133621|LVDD|S041545|lvdd|N041302||left ventricular end-diastolic dimension|L102100|left ventricular enddiastolic dimension||UMLS|E0668728|E0037138|acronym||||
|E133646|LDCL|S040191|ldcl|N039714||luminol dependent chemiluminescence|L105394|luminol dependent chemiluminescence||UMLS|E0668776|E0668764|acronym||||
|E133647|LDCL|S040191|ldcl|N039714||luminol-dependent chemiluminescence|L105396|luminol dependent chemiluminescence||UMLS|E0668776|E0668764|acronym||||
|E133687|ACG|S003541|acg|N003379||accelerator globulin|L037598|accelerator globulin||UMLS|E0668873|E0006694|acronym||||
|E133689|ACG|S003541|acg|N003379||acycloguanosine|L039140|acycloguanosine||UMLS|E0668874|E0300110|abbreviation||||
|E134156|TRAP|S071424|trap|N071052||tartrate resistant acid phosphatase|L154682|tartrate resistant acid phosphatase||UMLS|E0670004|E0500469|acronym||||
|E134157|TRAP|S071424|trap|N071052||tartrate-resistant acid phosphatase|L154683|tartrate resistant acid phosphatase||UMLS|E0670004|E0500469|acronym||||
|E134164|TRP|S071565|trp|N071326||transient receptor potential|L159852|transient receptor potential||UMLS|E0670010|E0669996|acronym||||
|E134173|TRP|S071565|trp|N071326||tryptophan|L161477|tryptophan||UMLS|E0670010|E0062431|abbreviation||||
|E134174|TRP|S071565|trp|N071326||L-tryptophan|L019717|||UMLS|E0670010|E0319202|abbreviation||||
|E134317|RG|S060233|rg|N059850||radius of gyration|L137989|||UMLS|E0670338||abbreviation||||
|E134318|Rg|S061819|rg|N059850||radius of gyration|L137989|||UMLS|E0670338||abbreviation||||
|E134762|CCT|S012826|cct|N014255||cranial computed tomography|L062409|||UMLS|E0670615|E0670587|acronym||||
|E134763|CCT|S012826|cct|N014255||cranial computerised tomography|L062411|||UMLS|E0670615|E0670590|acronym||||
|E134764|CCT|S012826|cct|N014255||cranial computerized tomography|L062413|||UMLS|E0670615|E0670590|acronym||||
|E134765|CCT|S012826|cct|N014255||cardiac computed tomography|L054226|||UMLS|E0670615|E0755839|acronym||||
|E134838|Fv|S026380|fv|N026494||variable fluorescence|L165543|variable fluorescence||UMLS|E0670875|E0670866|acronym||||
|E134958|KA|S038460|ka|N038032||affinity constant|L040265|affinity constant||UMLS|E0671053|E0671048|abbreviation||||
|E134959|KA|S038460|ka|N038032||association constant|L046943|association constant||UMLS|E0671053|E0010860|abbreviation||||
|E134960|Ka|S038926|ka|N038032||affinity constant|L040265|affinity constant||UMLS|E0671053|E0671048|abbreviation||||
|E134961|Ka|S038926|ka|N038032||association constant|L046943|association constant||UMLS|E0671053|E0010860|abbreviation||||
|E134962|ka|S090034|ka|N038032||affinity constant|L040265|affinity constant||UMLS|E0671053|E0671048|abbreviation||||
|E134963|ka|S090034|ka|N038032||association constant|L046943|association constant||UMLS|E0671053|E0010860|abbreviation||||
|E135037|ETAR|S023210|etar|N023976||endothelin A receptor|L072470|endothelin A receptor||UMLS|E0671096|E0582503|acronym||||
|E135038|ETAR|S023210|etar|N023976||endothelin-A receptor|L072490|endothelin A receptor||UMLS|E0671096|E0582503|acronym||||
|E135218|SHEP|S064411|shep|N064284||sulfhydryl endopeptidase|L152792|sulfhydryl endopeptidase||UMLS|E0671408|E0671404|acronym||||
|E135219|SHEP|S064411|shep|N064284||sulfhydryl-endopeptidase|L152797|sulfhydryl endopeptidase||UMLS|E0671408|E0671404|acronym||||
|E135727|BID|S009195|bid|N010656||BH3 interacting domain death agonist|L006419|||UMLS|E0671886|E0671865|acronym||||
|E135728|BID|S009195|bid|N010656||BH3-interacting domain death agonist|L006424|||UMLS|E0671886|E0671865|acronym||||
|E135729|BID|S009195|bid|N010656||BH3-interacting-domain death agonist|L006425|||UMLS|E0671886|E0671865|acronym||||
|E135730|BID|S009195|bid|N010656||BCL-2 interacting domain|L006404|||UMLS|E0671886|E0671879|acronym||||
|E135731|BID|S009195|bid|N010656||Bcl-2 interacting domain|L006818|||UMLS|E0671886|E0671879|acronym||||
|E135945|MCR|S043693|mcr|N043101||methyl coenzyme M reductase|L110019|methyl coenzyme M reductase||UMLS|E0672815|E0672810|acronym||||
|E135946|MCR|S043693|mcr|N043101||methyl-coenzyme M reductase|L110190|methyl coenzyme M reductase||UMLS|E0672815|E0672810|acronym||||
|E135947|MCR|S043693|mcr|N043101||minor cluster region|L111665|minor cluster region||UMLS|E0672815|E0672807|acronym||||
|E136682|AMPD|S004928|ampd|N005400||adenosine monophosphate deaminase|L039443|adenosine monophosphate deaminase||UMLS|E0675641|E0429709|acronym||||
