LF1|LF2|Synonym
radiocephalic fistula|radio-cephalic fistula|Y
naso-tracheal suction|nasotracheal suction|Y
anticyclic citrullinated peptide antibody|anti-cyclic citrullinated peptide antibody|Y
immuno-reactive cholecystokinin|immunoreactive cholecystokinin|Y
guanylyl imidodiphosphate|guanylylimidodiphosphate|Y
cellular inhibitor-of-apoptosis protein|cellular inhibitor-of-apoptosis protein 1|Y
cellular inhibitor-of-apoptosis protein|cellular inhibitor-of-apoptosis protein 2|Y
cellular inhibitor-of-apoptosis protein|cellular inhibitor-of-apoptosis protein-1|Y
cervico-ocular reflex|cervicoocular reflex|Y
afebrile, vital signs stable|afebrile vital signs stable|Y
D,L-buthionine-S,R-sulfoximine|DL-buthionine-S,R-sulfoximine|Y
5-hydroxytryptamine 1A|5-hydroxytryptamine1A|Y
anti-interleukin 1alpha autoantibody|anti-interleukin 1 alpha autoantibody|Y
anti-interleukin 1alpha autoantibody|antiinterleukin 1alpha autoantibody|Y
branched-chain α-keto acid dehydrogenase kinase|branched-chain α-ketoacid dehydrogenase kinase|Y
febrile non-hæmolytic reaction|febrile nonhæmolytic reaction|Y
B cell-specific Moloney murine leukemia virus integration site 1|B-cell-specific Moloney murine leukaemia virus integration site 1|Y
B cell-specific Moloney murine leukemia virus integration site 1|B cell-specific Moloney murine leukaemia virus integration site 1|Y
B cell-specific Moloney murine leukemia virus integration site 1|B-cell-specific Moloney murine leukemia virus integration site 1|Y
maternal-child healthcare|maternal-child health care|Y
neuro-endoscopic third ventriculostomy|neuroendoscopic third ventriculostomy|Y
beta-amyloid precursor protein-cleaving enzyme 2|beta-amyloid precursor protein cleaving enzyme 2|Y
beta-amyloid precursor protein-cleaving enzyme 2|beta amyloid precursor protein-cleaving enzyme 2|Y
beta-amyloid precursor protein-cleaving enzyme 2|beta-amyloid precursor protein-cleaving enzyme|Y
beta-amyloid precursor protein-cleaving enzyme 2|beta-amyloid precursor protein-cleaving enzyme 1|Y
beta-amyloid precursor protein-cleaving enzyme 2|beta-amyloid precursor protein-cleaving enzyme-2|Y
tumour necrosis factor-α protease inhibitor-1|tumor necrosis factor-α protease inhibitor-1|Y
interleukin-3 receptor α-chain|interleukine-3 receptor α-chain|Y
platelet derived endothelial cell growth factor|platelet-derived endothelial cell growth factor|Y
dopamine 1 receptor agonist|dopamine D1 receptor agonist|Y
computerized tomography|computerized tomograph|Y
free insulinlike growth factor 1|free insulin-like growth factor 1|Y
American Society of Anaesthesiology Class III|American Society of Anaesthesiology class III|Y
American Society of Anaesthesiology Class III|American Society of Anaesthesiology Class I|Y
American Society of Anaesthesiology Class III|American Society of Anaesthesiology Class II|Y
American Society of Anaesthesiology Class III|American Society of Anesthesiology Class II|Y
Pseudonitzschia multiseries|Pseudo-nitzschia multiseries|Y
hantavirus cardio-pulmonary syndrome|hantavirus cardiopulmonary syndrome|Y
enzyme linked immuno-sorbent assay|enzyme linked immunosorbent assay|Y
intradialytic parenteral nutrition|intra-dialytic parenteral nutrition|Y
External Quality Assessment Schemes|External Quality Assessment Scheme|Y
nonnegative matrix factorisation|non-negative matrix factorisation|Y
receptor-like protein tyrosine phosphatase eta|receptor-like protein tyrosine phosphatase delta|Y
receptor-like protein tyrosine phosphatase eta|receptor-like protein tyrosine phosphatase-eta|Y
receptor-like protein tyrosine phosphatase eta|receptor-like protein tyrosine phosphatase zeta|Y
receptor-like protein tyrosine phosphatase eta|receptor-like protein-tyrosine phosphatase eta|Y
basic-helix-loop-helix leucine zipper domain|basic helix-loop-helix leucine zipper domain|Y
soluble interleukin-2 receptorα|soluble interleukin-2 receptor α|Y
soluble interleukin-2 receptorα|soluble interleukin-2 receptor-α|Y
nitrobenzylmercaptopurine ribonucleoside|4-nitrobenzylmercaptopurine ribonucleoside|Y
oestrogen receptor α knockout|oestrogen receptor α knock-out|Y
oestrogen receptor α knockout|estrogen receptor α knockout|Y
oestrogen receptor α knockout|oestrogen receptor α knock out|Y
multidimensional pain inventory|multi-dimensional pain inventory|Y
γglutamyl-cysteine synthetase|γglutamylcysteine synthetase|Y
interferon-stimulated gene factor 3 alpha|interferon stimulated gene factor 3 alpha|Y
interferon-stimulated gene factor 3 alpha|interferon-stimulated gene factor 3alpha|Y
interferon-stimulated gene factor 3 alpha|interferon-stimulated gene factor-3 alpha|Y
BCL2 associated X protein|BCL-2 associated X protein|Y
poly(dimethyl siloxane)|poly (dimethyl siloxane)|Y
poly(dimethyl siloxane)|poly(dimethylsiloxane)|Y
technetium-99m diisopropyliminodiacetic acid|technetium-99m-diisopropyliminodiacetic acid|Y
Ng-CAM-related cell adhesion molecule|NgCAM-related cell adhesion molecule|Y
post prandial plasma glucose|postprandial plasma glucose|Y
sex determining region Y-box 10|sex determining region Y-box 1|Y
electroimmunodiffusion|electro-immunodiffusion|Y
verocytotoxin producing Escherichia coli|verocytotoxin-producing Escherichia coli|Y
beta-ketoacyl acyl carrier protein synthase III|beta-ketoacyl acyl carrier protein synthase I|Y
beta-ketoacyl acyl carrier protein synthase III|beta-ketoacyl-acyl carrier protein synthase III|Y
beta-ketoacyl acyl carrier protein synthase III|beta-ketoacyl acyl carrier protein synthase II|Y
trans-epithelial potential difference|transepithelial potential difference|Y
receptor for advanced glycation endproducts|receptor for advanced glycation end-products|Y
receptor for advanced glycation endproducts|receptor for advanced glycation end products|Y
receptor for advanced glycation endproducts|receptor for advanced glycation end product|Y
Ralph H. Johnson Veteran's Administration Medical Center|Ralph H Johnson Veteran's Administration Medical Center|Y
Ralph H. Johnson Veteran's Administration Medical Center|Ralph H. Johnson Veterans Administration Medical Center|Y
Ralph H. Johnson Veteran's Administration Medical Center|Ralph H. Johnson Veterans' Administration Medical Center|Y
Ralph H. Johnson Veteran's Administration Medical Center|Ralph H Johnson Veterans Administration Medical Center|Y
basic helix-loop-helix-leucine zipper domain|basic helix-loop-helix leucine zipper domain|Y
retinoic-acid-receptor-related orphan receptor γ-T|retinoic-acid-receptor-related orphan receptor γ-t|Y
retinoic-acid-receptor-related orphan receptor γ-T|retinoic-acid-receptor-related orphan receptor γ T|Y
retinoic-acid-receptor-related orphan receptor γ-T|retinoic-acid-receptor-related orphan receptor γT|Y
retinoic-acid-receptor-related orphan receptor γ-T|retinoic-acid-receptor-related orphan receptor γ|Y
American Society of Anaesthesiologists grade V|American Society of Anaesthesiologists grade 1|Y
American Society of Anaesthesiologists grade V|American Society of Anaesthesiologists Grade V|Y
American Society of Anaesthesiologists grade V|American Society of Anaesthesiologists grade IV|Y
American Society of Anaesthesiologists grade V|American Society of Anaesthesiologists grade|Y
American Society of Anaesthesiologists grade V|American Society of Anaesthesiologists grade 2|Y
American Society of Anaesthesiologists grade V|American Society of Anaesthesiologists grade I|Y
American Society of Anaesthesiologists grade V|American Society of Anesthesiologists grade V|Y
American Society of Anaesthesiologists grade V|American Society of Anaesthesiologists grade 3|Y
American Society of Anaesthesiologists grade V|American Society of Anaesthesiologists grade 5|Y
American Society of Anaesthesiologists grade V|American Society of Anaesthesiologists grade 4|Y
multi-voxel proton magnetic resonance spectroscopy|multivoxel proton magnetic resonance spectroscopy|Y
quality of well-being scale|quality of wellbeing scale|Y
tauro-ursodeoxycholic acid|tauroursodeoxycholic acid|Y
scavenger receptor B1|scavenger receptor B-1|Y
anti-liver specific protein|antiliver specific protein|Y
heparin-associated thrombocytopenia|heparin-associated thrombocytopaenia|Y
poly(vinylpyrrolidone)|poly(vinyl pyrrolidone)|Y
low density lipoprotein receptor related protein 5|low density lipoprotein receptor related protein 1|Y
low density lipoprotein receptor related protein 5|low density lipoprotein receptor related protein 6|Y
extra-hepatic portal hypertension|extrahepatic portal hypertension|Y
human equilibrative nucleoside transporter 2|human equilibrative nucleoside transporter 1|Y
human equilibrative nucleoside transporter 2|human equilibrative nucleoside transporter|Y
adult anti-social behavior|adult anti-social behaviour|Y
adult anti-social behavior|adult antisocial behavior|Y
nuclear factor erythroid-2-related factor 2|nuclear factor erythroid 2-related factor 2|Y
recombinant human granulocyte colony stimulating factor|recombinant human granulocyte-colony stimulating factor|Y
recombinant human granulocyte colony stimulating factor|recombinant human granulocyte colony-stimulating factor|Y
soluble interleukin-6 receptor alpha|soluble interleukine-6 receptor alpha|Y
subzonal insemination|sub-zonal insemination|Y
immunoglobulin superfamily receptor translocation-associated 2|immunoglobulin superfamily receptor translocation associated 2|Y
antisaccharomyces cerevisiae antibody|anti-saccharomyces cerevisiae antibody|Y
quadrupole time-of-flight mass spectrometer|quadrupole time-of-flight mass spectrometry|Y
fluorophore assisted carbohydrate electrophoresis|fluorophore-assisted carbohydrate electrophoresis|Y
Sepsis-related Organ Failure Assessment score|Sepsis-Related Organ Failure Assessment score|Y
histidinohydroxymerodesmosine|histidino-hydroxymerodesmosine|Y
Krueppel-like factor 5|Kruppel-like factor 5|Y
anti-myelin oligodendrocyte glycoprotein antibody|antimyelin oligodendrocyte glycoprotein antibody|Y
resin-modified glass ionomer cements|resin-modified glass ionomer cement|Y
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome-proliferator-activated receptor-γ co-activator-1α|Y
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome-proliferator-activated receptor-γ coactivator 1 α|Y
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome-proliferator-activated receptor-γ co-activator-1 α|Y
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome-proliferator-activated receptor γ coactivator-1 α|Y
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome-proliferator-activated receptor-γ coactivator-1α|Y
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome proliferator-activated receptor-γ coactivator-1 α|Y
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome-proliferator-activated receptor-γ co-activator 1 α|Y
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome proliferator-activated receptor-γ co-activator-1 α|Y
aortoenteric fistula|aorto-enteric fistula|Y
DNA-protein cross-links|DNA-protein cross-link|Y
DNA-protein cross-links|DNA-protein crosslinks|Y
x ray computed tomography|xray computed tomography|Y
mainstream cigarette smoke|main-stream cigarette smoke|Y
antiIL-1 alpha antibody|antiIL-1alpha antibody|Y
antiIL-1 alpha antibody|anti-IL-1 alpha antibody|Y
tumor-1a, node-0, metastasis-0|tumor-1, node-0, metastasis-0|Y
pregnancy-associated glycoprotein|pregnancy-associated glycoproteins|Y
anti-epidermal growth factor receptor antibody|antiepidermal growth factor receptor antibody|Y
deoxyribosyltransferase II|deoxyribosyltransferase I|Y
bio-impedance spectroscopy|bioimpedance spectroscopy|Y
American Orthopedic Foot and Ankle Society ankle-hindfoot scale|American Orthopedic Foot and Ankle Society ankle hindfoot scale|Y
American Orthopedic Foot and Ankle Society ankle-hindfoot scale|American Orthopaedic Foot and Ankle Society ankle-hindfoot scale|Y
osteo-odontokeratoprosthesis|osteoodontokeratoprosthesis|Y
osteo-odontokeratoprosthesis|osteo-odonto-keratoprosthesis|Y
cluster of differentiation antigen 46|cluster of differentiation antigen 6|Y
cluster of differentiation antigen 46|cluster of differentiation antigen 146|Y
stress-activated protein kinase 1b|stress-activated protein kinase 1|Y
alkylacetyl-glycerophosphocholine|alkylacetyl-glycero-phosphocholine|Y
alkylacetyl-glycerophosphocholine|alkyl-acetyl-glycerophosphocholine|Y
post-stimulus time histogram|poststimulus time histogram|Y
skin and soft tissue infections|skin and soft tissue infection|Y
American Society of Anaesthesiology Class 1|American Society of Anaesthesiology Class 2|Y
American Society of Anaesthesiology Class 1|American Society of Anaesthesiology Class 3|Y
American Society of Anaesthesiology Class 1|American Society of Anaesthesiology Class 5|Y
American Society of Anaesthesiology Class 1|American Society of Anaesthesiology Class I|Y
American Society of Anaesthesiology Class 1|American Society of Anesthesiology Class 1|Y
American Society of Anaesthesiology Class 1|American Society of Anaesthesiology Class V|Y
American Society of Anaesthesiology Class 1|American Society of Anaesthesiology Class 4|Y
American Society of Anaesthesiology Class 1|American Society of Anaesthesiology class 1|Y
cardiofaciocutaneous syndrome|cardio-faciocutaneous syndrome|Y
acetyl-CoA decarbonylase/synthase complex|acetyl-CoA decarbonylase synthase complex|Y
a disintegrin and metalloprotease 12|a disintegrin and metalloprotease 12s|Y
chicken luteinizing hormone-releasing hormone-II|chicken luteinizing hormone-releasing hormone-I|Y
chicken luteinizing hormone-releasing hormone-II|chicken luteinising hormone-releasing hormone-II|Y
chicken luteinizing hormone-releasing hormone-II|chicken luteinizing hormone releasing hormone-II|Y
elongation factor-1 α|elongation factor-1α|Y
para-azido-phenylalanine|para-azidophenylalanine|Y
insulin-like growth factor-binding protein-related protein 1|insulin-like growth factor-binding protein related protein 1|Y
insulin-like growth factor-binding protein-related protein 1|insulin-like growth factor binding protein-related protein 1|Y
insulin-like growth factor-binding protein-related protein 1|insulin-like growth factor-binding protein-related protein-1|Y
extra-intracranial arterial bypass|extraintracranial arterial bypass|Y
neurocardiogenic syncope|neuro-cardiogenic syncope|Y
mediolateral oblique|medio-lateral oblique|Y
plasmin-α2-plasmin inhibitor complex|plasmin-α 2-plasmin inhibitor complex|Y
non-ST elevation acute coronary syndrome|non-ST-elevation acute coronary syndrome|Y
voluntary counselling and testing|voluntary counseling and testing|Y
transthoracic needle aspiration|trans-thoracic needle aspiration|Y
branched-chain amino acid|branched-chain amino acids|Y
ras-related GTP-binding protein 24|ras-related GTP-binding protein 4|Y
vestibular-evoked myogenic potentials|vestibular-evoked myogenic potential|Y
three dimensional time-of-flight magnetic resonance angiography|three-dimensional time-of-flight magnetic resonance angiography|Y
GTP binding protein βγ subunit|GTP binding protein β-γ subunit|Y
GTP binding protein βγ subunit|GTP binding protein γ subunit|Y
GTP binding protein βγ subunit|GTP binding protein β subunit|Y
γ-amino-butyric acid receptor|γ-amino-butyric acidB receptor|Y
short-latency somatosensory evoked potential|short latency somatosensory evoked potential|Y
supra-omohyoid neck dissection|supraomohyoid neck dissection|Y
ATP-sensitive K+ channel|ATP-sensitive K+ channels|Y
A disintegrin and metalloproteinase-8|A disintegrin and metalloproteinase-28|Y
neuro-ectodermal tumor|neuroectodermal tumor|Y
neuro-ectodermal tumor|neuro-ectodermal tumour|Y
human osteoblastlike|human osteoblast-like|Y
translation elongation factor 1-α|translation elongation factor 1α|Y
insulin-like growth factor 1 receptor|insulinlike growth factor 1 receptor|Y
TGF-β-activated kinase 1-binding protein 1|TGF-β-activated kinase 1 binding protein 1|Y
TGF-β-activated kinase 1-binding protein 1|TGFβ-activated kinase 1-binding protein 1|Y
TGF-β-activated kinase 1-binding protein 1|TGF-β-activated kinase 1-binding protein-1|Y
serotonin-norepinephrine re-uptake inhibitor|serotonin norepinephrine re-uptake inhibitor|Y
sporulation protein IIGA|sporulation protein IIA|Y
World Health Organization-International Society of Hypertension|World Health Organization/International Society of Hypertension|Y
dielaidoylphosphatidylcholine|dielaidoyl-phosphatidylcholine|Y
NIMA-related kinase-1|NIMA-related kinase-11|Y
glycosylphosphatidylinositol linked protein|glycosyl-phosphatidyl-inositol linked protein|Y
glycosylphosphatidylinositol linked protein|glycosylphosphatidylinositol-linked protein|Y
peroxisome-proliferator-activated receptor α agonist|peroxisome proliferator-activated receptor α agonist|Y
insulin-like growth factor-II messenger RNA-binding protein 3|insulin-like growth factor-II messenger RNA-binding protein 1|Y
insulin-like growth factor-II messenger RNA-binding protein 3|insulin-like growth factor II messenger RNA-binding protein 3|Y
insulin-like growth factor-II messenger RNA-binding protein 3|insulin-like growth factor-II messenger RNA-binding protein|Y
insulin-like growth factor-II messenger RNA-binding protein 3|insulin-like growth factor-II messenger RNA-binding protein 2|Y
insulin-like growth factor-II messenger RNA-binding protein 3|insulin-like growth factor-II messenger RNA-binding protein-3|Y
insulin-like growth factor-II messenger RNA-binding protein 3|insulin-like growth factor-II messenger RNA binding protein 3|Y
cellular Fas-associated death domain-like interleukin-1-β converting enzyme inhibitory protein|cellular Fas-associated death domain-like interleukin-1β converting enzyme-inhibitory protein|Y
cellular Fas-associated death domain-like interleukin-1-β converting enzyme inhibitory protein|cellular Fas-associated death domain-like interleukin-1β converting enzyme inhibitory protein|Y
cellular Fas-associated death domain-like interleukin-1-β converting enzyme inhibitory protein|cellular Fas-associated death domain-like interleukin-1-β converting enzyme-inhibitory protein|Y
X linked agammaglobulinaemia|X linked agammaglobulinemia|Y
ribosomal protein S6|ribosomal protein S16|Y
ribosomal protein S6|ribosomal protein S26|Y
stromal-derived factor-1-alpha|stromal-derived factor-1alpha|Y
cleaved amplified polymorphic sequence|cleaved amplified polymorphic sequences|Y
receptor for advanced glycation end-products|receptor for advanced glycation end products|Y
unilateral laterothoracic exanthem|unilateral latero-thoracic exanthem|Y
interdigitating reticulum cells|interdigitating reticulum cell|Y
fluorine-18-fluoro-deoxyglucose|fluorine-18-fluoro-deoxy-glucose|Y
peroxisome proliferator activated receptor gamma2|peroxisome proliferator activated receptor gamma 2|Y
peroxisome proliferator activated receptor gamma2|peroxisome proliferator-activated receptor gamma2|Y
peroxisome proliferator activated receptor gamma2|peroxisome proliferator activated receptor gamma-2|Y
peroxisome proliferator activated receptor gamma2|peroxisome proliferator activated receptor gamma1|Y
concurrent chemo-radiotherapy|concurrent chemoradiotherapy|Y
Social Behavior and Network Therapy|Social Behaviour and Network Therapy|Y
human T-cell leukaemia virus type-1-infected|human T-cell leukaemia virus type-I-infected|Y
human T-cell leukaemia virus type-1-infected|human T-cell leukemia virus type-1-infected|Y
human T-cell leukaemia virus type-1-infected|human T cell leukaemia virus type-1-infected|Y
ecto-nucleoside diphosphokinase|ectonucleoside diphosphokinase|Y
tumour necrosis factor-related apoptosis inducing ligand receptor|tumor necrosis factor related apoptosis inducing ligand receptor|Y
tumour necrosis factor-related apoptosis inducing ligand receptor|tumor necrosis factor-related apoptosis-inducing ligand receptor|Y
tumour necrosis factor-related apoptosis inducing ligand receptor|tumour necrosis factor-related apoptosis-inducing ligand receptor|Y
tumour necrosis factor-related apoptosis inducing ligand receptor|tumor necrosis factor-related apoptosis inducing ligand receptor|Y
tumour necrosis factor-related apoptosis inducing ligand receptor|tumour necrosis factor related apoptosis inducing ligand receptor|Y
corticotropin releasing hormone receptor|corticotrophin releasing hormone receptor|Y
corticotropin releasing hormone receptor|corticotropin-releasing hormone receptor|Y
corticotropin releasing hormone receptor|corticotropin releasing hormone receptor 2|Y
corticotropin releasing hormone receptor|corticotropin releasing hormone receptor-1|Y
corticotropin releasing hormone receptor|corticotropin releasing hormone receptor-2|Y
corticotropin releasing hormone receptor|corticotropin releasing hormone receptor 1|Y
anti-tissue factor pathway inhibitor|antitissue factor pathway inhibitor|Y
polyhydroxyethylmethacrylate|poly-hydroxyethylmethacrylate|Y
interleukin 4 receptor-α|interleukine 4 receptor-α|Y
dorso-lateral prefrontal cortex|dorsolateral prefrontal cortex|Y
dorso-lateral prefrontal cortex|dorso-lateral pre-frontal cortex|Y
oestrogen receptor β knockout|oestrogen receptor β knock-out|Y
oestrogen receptor β knockout|oestrogen receptor β knock out|Y
oestrogen receptor β knockout|estrogen receptor β knockout|Y
calcium release activated calcium channel|calcium release-activated calcium channel|Y
diaspirin cross-linked hemoglobin|diaspirin cross-linked haemoglobin|Y
hereditary angio-neurotic oedema|hereditary angio-neurotic edema|Y
transforming growth factor-β4|transforming growth factor-β 4|Y
transthoracic needle biopsy|transthorcic needle biopsy|Y
Tumor necrosis factor receptor-associated factor 6|tumor necrosis factor receptor-associated factor 6|Y
intraoperative sonography|intra-operative sonography|Y
catalyzed reporter deposition fluorescence in situ hybridization|catalysed reporter deposition fluorescence in situ hybridization|Y
catalyzed reporter deposition fluorescence in situ hybridization|catalyzed reporter deposition-fluorescence in situ hybridization|Y
gamma-amino-butyric acid type A|gamma-aminobutyric acid type A|Y
beta amyloid precursor protein-cleaving enzyme-2|beta amyloid precursor protein cleaving enzyme-2|Y
beta amyloid precursor protein-cleaving enzyme-2|beta amyloid precursor protein-cleaving enzyme|Y
beta amyloid precursor protein-cleaving enzyme-2|beta amyloid precursor protein-cleaving enzyme-1|Y
beta amyloid precursor protein-cleaving enzyme-2|beta amyloid precursor protein-cleaving enzyme 2|Y
beta amyloid precursor protein-cleaving enzyme-2|beta-amyloid precursor protein-cleaving enzyme-2|Y
25-hydroxy vitamin D3|25-hydroxyvitamin D3|Y
25-hydroxy vitamin D3|25-hydroxy vitamin D|Y
Capillary electrophoresis with laser-induced fluorescence detection|Capillary electrophoresis with laser-induced fluorescence detector|Y
Capillary electrophoresis with laser-induced fluorescence detection|capillary electrophoresis with laser-induced fluorescence detection|Y
never-in-mitosis Aspergillus-related kinase 9|never-in-mitosis Aspergillus-related kinase 6|Y
never-in-mitosis Aspergillus-related kinase 9|never-in-mitosis Aspergillus-related kinase 8|Y
never-in-mitosis Aspergillus-related kinase 9|never-in-mitosis Aspergillus-related kinase 3|Y
never-in-mitosis Aspergillus-related kinase 9|never-in-mitosis Aspergillus-related kinase 2|Y
never-in-mitosis Aspergillus-related kinase 9|never-in-mitosis Aspergillus-related kinase 4|Y
never-in-mitosis Aspergillus-related kinase 9|never-in-mitosis Aspergillus-related kinase 7|Y
never-in-mitosis Aspergillus-related kinase 9|never-in-mitosis Aspergillus-related kinase|Y
nucleotide binding site/leucine-rich repeat|nucleotide-binding site/leucine-rich repeat|Y
nucleotide binding site/leucine-rich repeat|nucleotide binding site-leucine-rich repeat|Y
non-equilibrium steady state|nonequilibrium steady state|Y
anti-idiotype monoclonal antibody|antiidiotype monoclonal antibody|Y
graduated compression stockings|graduated compression stocking|Y
p-nitrophenylacetate|p-nitrophenyl-acetate|Y
p-nitrophenylacetate|p-nitrophenyl acetate|Y
adenosine-triphosphate-binding cassette sub-family B member 1|adenosine triphosphate-binding cassette subfamily B member 1|Y
adenosine-triphosphate-binding cassette sub-family B member 1|adenosine-triphosphate-binding cassette subfamily B member 1|Y
adenosine-triphosphate-binding cassette sub-family B member 1|adenosine triphosphate-binding cassette sub-family B member 1|Y
stromal-derived factor-1alpha|stromal-derived factor-1 alpha|Y
tracheo-esophageal fistula|tracheoesophageal fistula|Y
tracheo-esophageal fistula|tracheo-oesophageal fistula|Y
acute myelogenous leukaemia-associated|acute myelogenous leukemia-associated|Y
Fc γ receptor dependent|Fcγ receptor dependent|Y
anti-interleukin-12 antibody|anti-interleukin-1 antibody|Y
anti-interleukin-12 antibody|anti-interleukin-2 antibody|Y
anti-human T cell lymphotropic virus I antibody|anti-human T cell lymphotropic virus 1 antibody|Y
anti-human T cell lymphotropic virus I antibody|anti-human T-cell lymphotropic virus I antibody|Y
anti-human T cell lymphotropic virus I antibody|anti-human T cell lymphotropic virus-I antibody|Y
anti-human T cell lymphotropic virus I antibody|anti-human T cell lymphotrophic virus I antibody|Y
ultrasound-guided fine needle aspiration cytology|ultrasound-guided fine-needle aspiration cytology|Y
receiver operating characteristics|receiver operating characteristic|Y
ethoxyresorufin deethylase|ethoxyresorufin de-ethylase|Y
ethoxyresorufin deethylase|ethoxy-resorufin deethylase|Y
transforming growth factor-beta 1 level|transforming growth factor-beta1 level|Y
γ-glutamyltransferase|γ-glutamyl transferase|Y
γ-glutamyltransferase|γglutamyltransferase|Y
G-protein α(i) subunit|G-protein α(i2) subunit|Y
G-protein α(i) subunit|G-protein α(i3) subunit|Y
G-protein α(i) subunit|G-protein α(i1) subunit|Y
On-Line Survey Certification and Reporting|On-line Survey Certification and Reporting|Y
α 1-antitrypsin deficiency|α1-antitrypsin deficiency|Y
recombinant human bone morphogenetic protein 7|recombinant human bone morphogenetic protein 6|Y
recombinant human bone morphogenetic protein 7|recombinant human bone morphogenetic protein 2|Y
recombinant human bone morphogenetic protein 7|recombinant human bone morphogenetic protein|Y
recombinant human bone morphogenetic protein 7|recombinant human bone morphogenetic protein 4|Y
phospholipase-C-related inactive protein|phospholipase C-related inactive protein|Y
artificial rupture of membranes|artificial rupture of membrane|Y
human bone morphogenetic protein 12|human bone morphogenetic protein 2|Y
protein kinase, cAMP-dependent, regulatory, type I, alpha|protein kinase, cAMP-dependent, regulatory, type 2, alpha|Y
plasma insulin-like growth factor-I level|plasma insulin-like growth factor-II level|Y
plasma insulin-like growth factor-I level|plasma insulin-like growth factor-1 level|Y
plasma insulin-like growth factor-I level|plasma insulin-like growth factor I level|Y
cholesterol 7alpha-hydroxylase gene|cholesterol 7 alpha-hydroxylase gene|Y
posttransplant lymphoproliferative disease|post-transplant lympho-proliferative disease|Y
posttransplant lymphoproliferative disease|post-transplant lymphoproliferative disease|Y
posttransplant lymphoproliferative disease|posttransplant lympho-proliferative disease|Y
corticotropin releasing factor type 1 receptor|corticotropin-releasing factor type 1 receptor|Y
corticotropin releasing factor type 1 receptor|corticotropin releasing factor type-1 receptor|Y
corticotropin releasing factor type 1 receptor|corticotropin releasing factor type 2 receptor|Y
3-[(3-cholamidopropyl)dimethylammonio]-1-propane sulfonate|3-[(3-cholamidopropyl)dimethylammonio]-1-propane-sulfonate|Y
nonrestorative sleep|non-restorative sleep|Y
receptor-like protein-tyrosine phosphatase delta|receptor-like protein tyrosine phosphatase delta|Y
receptor-like protein-tyrosine phosphatase delta|receptor-like protein-tyrosine phosphatase-delta|Y
receptor-like protein-tyrosine phosphatase delta|receptor-like protein-tyrosine phosphatase eta|Y
Musca domestica glutathione S-transferase-3|Musca domestica glutathione S-transferase-1|Y
Musca domestica glutathione S-transferase-3|Musca domestica glutathione S-transferase-5|Y
Musca domestica glutathione S-transferase-3|Musca domestica glutathione S-transferase-4|Y
Musca domestica glutathione S-transferase-3|Musca domestica glutathione S-transferase-2|Y
Musca domestica glutathione S-transferase-3|Musca domestica glutathione S-transferase|Y
transient receptor potential melastatin 5|transient receptor potential melastatin 4|Y
transient receptor potential melastatin 5|transient receptor potential melastatin 2|Y
transient receptor potential melastatin 5|transient receptor potential melastatin 3|Y
transient receptor potential melastatin 5|transient receptor potential melastatin 6|Y
transient receptor potential melastatin 5|transient receptor potential melastatin 7|Y
transient receptor potential melastatin 5|transient receptor potential melastatin 8|Y
transient receptor potential melastatin 5|transient receptor potential melastatin 1|Y
mass-analyzed threshold ionization spectroscopy|mass analyzed threshold ionization spectroscopy|Y
mass-analyzed threshold ionization spectroscopy|mass-analyzed threshold ionisation spectroscopy|Y
ultrasound guided fine needle aspiration|ultrasound-guided fine needle aspiration|Y
ultrasound guided fine needle aspiration|ultrasound guided fine-needle aspiration|Y
spinal cord evoked potentials|spinal cord evoked potential|Y
continuous veno-venous haemodialysis|continuous veno-venous hemodialysis|Y
intravenous regional anesthesia|intravenous regional anaesthesia|Y
semidefinite programming|semi-definite programming|Y
molluscan insulin-related peptide|molluscan insulin-related peptides|Y
F-18 fluoro-deoxyglucose|F-18 fluorodeoxyglucose|Y
poly-adenosine diphosphate ribosylation|polyadenosine diphosphate ribosylation|Y
cis-dichlorodiammine platinum|cis-dichlorodiammineplatinum|Y
macrophage-inflammatory protein-3α|macrophage-inflammatory protein-3 α|Y
anti-arginine vasopressin antibody|antiarginine vasopressin antibody|Y
pseudo-hypoaldosteronism type I|pseudo-hypoaldosteronism type II|Y
G-protein-coupled oestrogen receptor-1|G-protein-coupled estrogen receptor-1|Y
(123)I-meta-iodobenzylguanidine scintigraphy|(123)I-meta-iodobenzyl-guanidine scintigraphy|Y
(123)I-meta-iodobenzylguanidine scintigraphy|(123)I-metaiodobenzylguanidine scintigraphy|Y
(123)I-meta-iodobenzylguanidine scintigraphy|(123)I-metaiodobenzyl-guanidine scintigraphy|Y
inflammatory pseudo-tumor|inflammatory pseudotumor|Y
inflammatory pseudo-tumor|inflammatory pseudo-tumour|Y
Center for Epidemiologic Studies Depression Scale|Centre for Epidemiologic Studies Depression Scale|Y
multi-cystic encephalopathy|multicystic encephalopathy|Y
therapy-related myelodysplastic syndrome|Therapy-related myelodysplastic syndrome|Y
